date,ret,ret_lag1,ret_sq_lag1,neg_ret_sq_lag1,RV_5_lag1,RV_10_lag1,RV_22_lag1
2004-06-11,-0.001039795109489372,-0.03547646097334711,0.0012585792831934207,0.0012585792831934207,0.04468923305979203,0.043529959499290234,0.04166063256633449
2004-06-18,0.007772040005324499,-0.001039795109489372,1.081173869718015e-06,1.081173869718015e-06,0.02966729077924167,0.0406912675484468,0.04040224502337994
2004-06-25,-0.031457397907173945,0.007772040005324499,6.0404605844364436e-05,0.0,0.020805876277166194,0.03351550629418445,0.04023555041246493
2004-07-02,0.022123635221812155,-0.031457397907173945,0.0009895678830902717,0.0009895678830902717,0.019722258946230285,0.034991859406441755,0.040935111477981366
2004-07-09,0.040081937755263475,0.022123635221812155,0.0004894552354278073,0.0,0.02504546709532689,0.03342525356091711,0.03891534835577988
2004-07-16,0.03177218191143227,0.040081937755263475,0.0016065617342168157,0.0,0.026768051181807088,0.0347393110446233,0.0391417391439699
2004-07-23,0.011089773478335285,0.03177218191143227,0.0010094715434131442,0.0,0.028139193250546486,0.029543904258525322,0.03770766897444617
2004-07-30,0.048892913704666086,0.011089773478335285,0.0001229830758007887,0.0,0.027992629434776758,0.027498883738619095,0.03740771022016149
2004-08-06,0.0034188415267539796,0.048892913704666086,0.0023905170105319247,0.0,0.014817431076434658,0.02803659874905466,0.038423290151258706
2004-08-13,0.05811866227563911,0.0034188415267539796,1.1688477385057482e-05,0.0,0.01925099840138748,0.02788061866765505,0.03813983570576798
2004-08-20,0.027108791466996074,0.05811866227563911,0.0033777789047097968,0.0,0.02351982511718972,0.026708475131462243,0.03868087090256437
2004-08-27,-0.10290266307889295,0.027108791466996074,0.0007348865748010792,0.0,0.023557053923729736,0.02582130474298618,0.03784939170958894
2004-09-03,0.01858494136208444,-0.10290266307889295,0.01058895806872816,0.01058895806872816,0.06493052243330266,0.04731705613778665,0.04217897773209807
2004-09-10,-0.027190621280674065,0.01858494136208444,0.00034540004543211705,0.0,0.06134933732579389,0.044934717367065294,0.040894672612560065
2004-09-17,0.0629166453367116,-0.027190621280674065,0.0007393298856290454,0.0007393298856290454,0.06254641566727683,0.046833067031374284,0.038900815068058744
2004-09-24,0.0696799391428149,0.0629166453367116,0.003958504260425553,0.0,0.06378631472210525,0.04892414116160103,0.04069329267988394
2004-10-01,0.025051772001584816,0.0696799391428149,0.004855293918946387,0.0,0.07141173466840073,0.05190262957627571,0.04149375820109192
2004-10-08,0.06170384787843686,0.025051772001584816,0.0006275912804193889,0.0,0.03899799835718623,0.05191461231969985,0.04149551995033147
2004-10-15,0.02993569631510473,0.06170384787843686,0.003807364843005277,0.0,0.040629020989158236,0.05290028155163103,0.04124569118758635
2004-10-22,0.004359641184770169,0.02993569631510473,0.0008961459138701751,0.0,0.020712367875931375,0.052660380407251205,0.04111442481045539
2004-10-29,-0.06380167633025113,0.004359641184770169,1.9006471259944243e-05,0.0,0.027063570763249792,0.05132466706010837,0.039726058026203694
2004-11-05,-0.042425179148817715,-0.06380167633025113,0.004070653902550128,0.004070653902550128,0.04681150065679548,0.05705219038216566,0.04302320431622041
2004-11-12,-0.04725940595495848,-0.042425179148817715,0.0017998958258092774,0.0017998958258092774,0.05141047050299388,0.04617866961349306,0.04341096616273034
2004-11-19,0.023392857673546263,-0.04725940595495848,0.002233451451215565,0.002233451451215565,0.03929967650964098,0.04997195440503406,0.04513282329091356
2004-11-26,0.020433895037973215,0.023392857673546263,0.0005472257901347923,0.0,0.03710942478225936,0.04863534511888704,0.045228186200055795
2004-12-03,-0.15031495407885798,0.020433895037973215,0.0004175440664229064,0.0,0.04081583475037696,0.04548127388967506,0.04429879459479822
2004-12-10,-0.043971091267771545,-0.15031495407885798,0.022594585419729182,0.022594585419729182,0.0705265023288115,0.06243529177259155,0.0561782465396894
2004-12-17,0.1282361359231201,-0.043971091267771545,0.001933456867278695,0.001933456867278695,0.07054737209909216,0.0614592559940738,0.056512121295208884
2004-12-24,-0.04643767104947738,0.1282361359231201,0.016444506556492936,0.0,0.10227236303274871,0.07375385341666656,0.0624557053506411
2004-12-31,-0.016661335629104546,-0.04643767104947738,0.0021564572924994696,0.0021564572924994696,0.10228853064003499,0.07262815982209235,0.06339588201314175
2005-01-07,0.044561817218384814,-0.016661335629104546,0.00027760010494566855,0.00027760010494566855,0.10008835813279802,0.07208978267900691,0.0626533927671815
2005-01-14,0.06291384077069395,0.044561817218384814,0.0019857555538047374,0.0,0.07405022988706812,0.07355186448182455,0.06338151007535496
2005-01-21,0.003095611004046539,0.06291384077069395,0.003958151360520233,0.0,0.06867211225263037,0.07636586190798172,0.06359335905276643
2005-01-28,-0.028212057815688585,0.003095611004046539,9.582807488374022e-06,0.0,0.044544427208704586,0.07472996876602832,0.06334248436346179
