target,freq,exog,regime,mse_mean,mse_median,rmse_mean,rmse_median,mae_mean,mae_median,qlike_mean,qlike_median,var_1_hit_rate_mean,var_1_hit_rate_median,var_5_hit_rate_mean,var_5_hit_rate_median
SPY,daily,no_exog,CALM_17_19,15.757878360646092,1.9268532163640752,2.642355701592443,1.3881113847109228,1.1673991251095566,0.7837990246196612,0.4193233154546448,0.5392164775453886,0.030000000000000006,0.03333333333333333,0.05333333333333333,0.03333333333333333
SPY,daily,no_exog,COVID,172.22189898935127,4.210942164075377,8.60441785270856,2.0520580313615344,4.636488513062811,1.1545770402719941,1.8664529289969558,1.5491166621609103,0.022222222222222223,0.016666666666666666,0.044444444444444446,0.05
SPY,daily,no_exog,ENERGY_22,8.074499453347807,7.631947606207896,2.462862710091498,2.6134372638422647,1.6866077399009254,1.7038463822939622,1.3636717471474489,1.6033837372960815,0.020833333333333332,0.025,0.06666666666666667,0.06666666666666667
SPY,daily,no_exog,GFC,99.5805691295684,10.803451925003218,7.258215525811951,3.286860496735938,4.67907792447642,1.956108859311151,2.1510930587473185,1.8103541841924167,0.03,0.016666666666666666,0.08,0.06666666666666667
SPY,daily,no_exog,OIL_CRASH,0.927895905307162,0.6603552996048028,0.9213242757542627,0.8126224828324667,0.6454400071192101,0.5532270171079048,0.435155887406425,0.30474993646809956,0.01,0.016666666666666666,0.07666666666666667,0.06666666666666667
SPY,daily,with_exog,CALM_17_19,15.788221061438326,1.9202433464315347,2.642761285955155,1.385728453352797,1.171996988369166,0.7948970910363358,0.4065641845868003,0.5339972524282236,0.026666666666666665,0.03333333333333333,0.05,0.03333333333333333
SPY,daily,with_exog,COVID,165.26314246669335,4.225505214896747,8.449892359325094,2.055603370034391,4.567254755400431,1.1662733083460932,1.8318101577625399,1.6016084413787697,0.022222222222222223,0.016666666666666666,0.03888888888888889,0.03333333333333333
SPY,daily,with_exog,ENERGY_22,8.009855204835995,7.639973161613116,2.4642970645811064,2.6145777139429383,1.700906244469831,1.7135746628167237,1.3722774101465707,1.5945922360570943,0.016666666666666666,0.016666666666666666,0.0625,0.06666666666666667
SPY,daily,with_exog,GFC,102.87557798213615,10.799733530823584,7.343138396469406,3.286294802786808,4.829073671203406,1.9575690739279947,2.155593990299303,1.8061372946829717,0.03,0.016666666666666666,0.06999999999999999,0.06666666666666667
SPY,daily,with_exog,OIL_CRASH,0.9245289592683112,0.6535915120834846,0.9191252533849499,0.8084500677738141,0.6541299167150754,0.5699927821368228,0.43216900094297717,0.3113874385228658,0.01,0.016666666666666666,0.06666666666666668,0.06666666666666667
