date,ret_pct,realized_var,pred_var,pred_vol,VaR_1,VaR_5,std_resid,squared_std_resid
2015-10-27,-0.19343144589071998,0.03741572425937453,0.1842068007709462,0.4291931974891333,-0.998452682531636,-0.7059599875529006,-0.4506861875312398,0.20311803963144384
2015-10-28,1.13106573340102,1.2793096932739871,0.15757611899156257,0.3969585859904816,-0.9234637626012152,-0.6529387699159718,2.8493293086955447,8.11867750939143
2015-10-29,-0.0574740264482,0.0033032637161683935,0.1248990713460038,0.353410627098286,-0.822156061013538,-0.5813087517858102,-0.162626763434072,0.02644746418504162
2015-10-30,-0.43190610695873,0.1865428852282459,0.12211957577513692,0.34945611423344264,-0.8129564884175424,-0.5748041569572463,-1.2359380459149996,1.5275428533401876
2015-11-02,1.17615891142959,1.3833497849352383,0.10478799289549219,0.32370973555871346,-0.7530614551233358,-0.532455132613252,3.6333751575298607,13.20141503535514
2015-11-03,0.28951114299919,0.08381670192069744,0.101169334444706,0.31807127258635914,-0.7399444287747413,-0.5231806863427434,0.9102083965177497,0.828479325091413
2015-11-04,-0.30378038374143,0.09228252154609048,0.10352508898629476,0.32175314914743997,-0.7485097544850925,-0.5292368343582248,-0.9441411359806952,0.8914024846509175
2015-11-05,-0.09988988759541001,0.009977989643823647,0.14493939997869285,0.3807090752512906,-0.8856617478388944,-0.6262107032404265,-0.2623785301925801,0.06884249310601867
2015-11-06,-0.05237300433593,0.0027429315831713425,0.1197574041167372,0.3460598273662189,-0.8050555436843436,-0.5692177621855256,-0.1513408959789664,0.02290406679571633
2015-11-09,-0.93751130496766,0.8789274469421647,0.08758987271167408,0.29595586277631686,-0.6884962921796075,-0.48680407430517714,-3.1677402710424767,10.034578424784264
2015-11-10,0.23041194600059,0.053089664859778805,0.1755610550833557,0.4190000657319229,-0.9747399121384314,-0.6891937778120588,0.5499090927303292,0.30240001026749375
2015-11-11,-0.39394258027458,0.15519075655339393,0.12969814505574417,0.3601362867800802,-0.8378022851158021,-0.5923714775070505,-1.0938708337245224,1.1965534008731817
2015-11-12,-1.40581725312323,1.9763221491789438,0.15695386815254164,0.39617403770633636,-0.9216386303683115,-0.6516483028252769,-3.5484840482285485,12.591739040532467
2015-11-13,-1.12919560656834,1.2750827178932411,0.21457916596044369,0.46322690547985623,-1.077626926761581,-0.7619404555800485,-2.4376727543461825,5.942248457281703
2015-11-16,1.50926704335638,2.277887008161709,0.24273764240255827,0.492684120306874,-1.146154655849578,-0.8103932622281573,3.0633563801819217,9.384152312001286
2015-11-17,-0.07294320763735,0.0053207115404255555,0.2322689210066975,0.4819428607280094,-1.1211667494637656,-0.7927254624518347,-0.15135239793191257,0.022907548359740015
2015-11-18,1.5741262747213498,2.4778735287681144,0.25786207507943204,0.5078012161066888,-1.181322279525149,-0.8352586720834557,3.099886776148694,9.609298024941543
2015-11-19,-0.08626646879870001,0.007441903638997082,0.19087353978030563,0.4368907641279518,-1.016359900317139,-0.7186213579574618,-0.19745546457337154,0.03898866048988599
2015-11-20,0.36375322214023,0.1323164066173995,0.2044191993696028,0.4521274149723757,-1.0518056506165672,-0.7436834183615056,0.804536973637077,0.6472797419491068
2015-11-23,-0.11475718709839,0.013169211990734888,0.13788422911458645,0.3713276573520837,-0.8638373062535857,-0.6107796439829685,-0.30904562271692054,0.09550919692048919
2015-11-24,0.13385179312104,0.017916302521717692,0.22993642954854576,0.4795168709738436,-1.1155230533567173,-0.788735064405748,0.27913886084800815,0.07791850363552366
2015-11-25,-0.0143141058122,0.00020489362520285785,0.1667975703052411,0.40840858255580414,-0.9501004377687282,-0.6717723382950244,-0.03504849413942997,0.0012283969414416567
2015-11-27,0.1145508422998,0.01312189547159365,0.1563586061851223,0.3954220608225119,-0.9198892705432986,-0.6504114109205346,0.28969259343174836,0.08392179868921225
2015-11-30,-0.41596942240937007,0.17303056037958495,0.0995654733186851,0.31553997103169845,-0.7340557407845002,-0.5190170657996518,-1.3182780648971495,1.737857056388973
2015-12-01,0.94903307179263,0.9006637713561552,0.1914725702972947,0.43757578806110226,-1.0179535042876908,-0.719748122058453,2.1688427415003795,4.703878837358882
2015-12-02,-1.02573603734876,1.052134418315937,0.10717084052592711,0.3273695778870222,-0.7615755215431216,-0.5384750375410411,-3.1332662123624377,9.817357157532056
2015-12-03,-1.4102217970800799,1.98872551695977,0.20101359538452931,0.4483453974164665,-1.0430073621157927,-0.7374625530674743,-3.1453914888081913,9.89348761786701
2015-12-04,1.9315742142029297,3.7309789449736654,0.23811187414991886,0.48796708305982983,-1.1351811862781456,-0.8026344264038916,3.9584108872485126,15.669016752287558
2015-12-07,-0.60772780009124,0.36933307900373813,0.07524327429555361,0.27430507522748027,-0.6381290285940616,-0.45119169787911745,-2.2155178849215726,4.908519498407359
2015-12-08,-0.67422808307373,0.45458350800527647,0.19374381192409065,0.4401633923034612,-1.0239731719157614,-0.7240043522816121,-1.5317677363975282,2.3463123982684073
2015-12-09,-0.78099801360966,0.6099578972622347,0.1947659171140956,0.4413229170506508,-1.0266706298462838,-0.7259116007675669,-1.7696747289468873,3.131748646273239
2015-12-10,0.25776188873781997,0.06644119128568828,0.3030763624582542,0.5505237165265945,-1.2807096775507056,-0.9055309318515733,0.46821214236529285,0.21922261025829726
2015-12-11,-1.9571311990510698,3.830362530299078,0.21988157298163197,0.46891531536262704,-1.0908601469990378,-0.7712970572073107,-4.1737412597359045,17.420116103221854
2015-12-14,0.5039822778456899,0.2539981363825302,0.29911859513792854,0.546917356771504,-1.2723200302014244,-0.8995989979283209,0.9214962216974367,0.8491552866026515
2015-12-15,1.04428820960729,1.0905378647247994,0.4483091219189867,0.6695589010079597,-1.5576269259049886,-1.1013263867805845,1.5596659353422226,2.4325578298669304
2015-12-16,1.45261817479473,2.1100995617439726,0.24878882172953398,0.49878735121245205,-1.16035289409155,-0.8204321837193198,2.9122995426081,8.48148862587535
2015-12-17,-1.53552209199459,2.357828095003442,0.17360516596782588,0.4166595324336477,-0.969295017475867,-0.6853439431273901,-3.685316121356516,13.581554914330237
2015-12-18,-1.79761169362899,3.2314078010716862,0.3075718313425642,0.5545915896788953,-1.2901729656104284,-0.9122219877601139,-3.241325196925173,10.50618903222201
2015-12-21,0.82152984328116,0.6749112834015673,0.26954567388298806,0.5191778826982021,-1.2077883636639875,-0.8539716233891239,1.5823667969282793,2.5038846800210623
2015-12-22,0.90335586752203,0.8160518233864794,0.24972179440621645,0.49972171696476875,-1.1625265538730285,-0.8219690786159172,1.8077178494640411,3.2678438232708977
2015-12-23,1.23075660760685,1.5147618271679215,0.15886667854661643,0.3985808306311487,-0.9272376679722052,-0.6556071248969756,3.087846963583169,9.534798870509798
2015-12-24,-0.16520724818017998,0.027293434851267583,0.12464930945953477,0.3530570909350707,-0.8213336129118455,-0.580727236545487,-0.46793352243012326,0.21896178141386266
2015-12-28,-0.22877436662413997,0.05233771082427641,0.10929809294774535,0.33060262090271664,-0.7690967042893648,-0.5437929200714962,-0.6919919932862821,0.47885291877232194
2015-12-29,1.06157420188761,1.1269397861133161,0.16878240498024186,0.41083135832144296,-0.9557366570203997,-0.6757574498004255,2.583965854566078,6.676879537563401
2015-12-30,-0.71131025473913,0.505962278497046,0.10469566379075723,0.32356709318278526,-0.7527296193353471,-0.5322205067838495,-2.1983392926094187,4.83269564543048
2015-12-31,-1.00537175970698,1.0107723752163096,0.2106393429781195,0.4589546197372018,-1.067688103906862,-0.7549131708808703,-2.190568994125514,4.798592518024067
2016-01-04,-1.4078303965916001,1.9819864255672621,0.19033283378183122,0.43627151383264895,-1.0149193087091621,-0.7176027818632422,-3.2269592488947954,10.413265994027661
2016-01-05,0.1689710466139,0.028551214593796767,0.40546510818789727,0.6367614217176613,-1.4813285796841045,-1.0473793340150714,0.26536005613861047,0.07041595939388649
2016-01-06,-1.26939880537886,1.611373327097277,0.2624013812097146,0.5122512871723356,-1.191674692888047,-0.8425783876159766,-2.4780783126696155,6.140872123723489
2016-01-07,-2.42844394951031,5.897340015913233,0.38001510830507723,0.6164536546286973,-1.4340856488901765,-1.0139760296635032,-3.939377974769266,15.518698828097204
2016-01-08,-1.10368572965526,1.2181221898446637,0.5523112805686738,0.7431764800965339,-1.728887024509727,-1.2224165287518127,-1.4850923827835594,2.20549938540175
2016-01-11,0.09894430141956,0.009789974783404742,0.633863219617399,0.7961552735600004,-1.8521341280527108,-1.3095588893317085,0.12427764370275604,0.015444932724309178
