date,ret,ret_lag1
2004-01-07,0.0033706049416988293,0.0009777663672334569
2004-01-08,0.0039767295549371084,0.0033706049416988293
2004-01-09,-0.008769651829735992,0.0039767295549371084
2004-01-12,0.0073578553104338695,-0.008769651829735992
2004-01-13,-0.005846595402879906,0.0073578553104338695
2004-01-14,0.008316464473880458,-0.005846595402879906
2004-01-15,0.0024642889245720667,0.008316464473880458
2004-01-16,0.003947178412599506,0.0024642889245720667
2004-01-20,-0.00026294957622940984,0.003947178412599506
2004-01-21,0.007850476521491956,-0.00026294957622940984
2004-01-22,-0.0026102840717516784,0.007850476521491956
2004-01-23,-0.0032284210676474245,-0.0026102840717516784
2004-01-26,0.01250588483720172,-0.0032284210676474245
2004-01-27,-0.010323347881554312,0.01250588483720172
2004-01-28,-0.01148858966541777,-0.010323347881554312
2004-01-29,0.0009694452258948161,-0.01148858966541777
2004-01-30,0.0,0.0009694452258948161
2004-02-02,0.004308908488101615,0.0
2004-02-03,-0.001668301222689017,0.004308908488101615
2004-02-04,-0.008207603827998788,-0.001668301222689017
2004-02-05,0.002919804231554579,-0.008207603827998788
2004-02-06,0.011158855346272922,0.002919804231554579
2004-02-09,0.00026207405961198305,0.011158855346272922
2004-02-10,0.003226311887248201,0.00026207405961198305
2004-02-11,0.01056722754562589,0.003226311887248201
2004-02-12,-0.003625061767619009,0.01056722754562589
2004-02-13,-0.00450690695383571,-0.003625061767619009
2004-02-17,0.008992999171378635,-0.00450690695383571
2004-02-18,-0.0044001299330700405,0.008992999171378635
2004-02-19,-0.003724412439741087,-0.0044001299330700405
2004-02-20,-0.003041853725124888,-0.003724412439741087
2004-02-23,-0.0025276221545160737,-0.003041853725124888
2004-02-24,-0.0017469799476641512,-0.0025276221545160737
2004-02-25,0.004187155659318265,-0.0017469799476641512
2004-02-26,0.0006094646657395231,0.004187155659318265
2004-02-27,0.0006956339828461111,0.0006094646657395231
2004-03-01,0.009862466414093163,0.0006956339828461111
2004-03-02,-0.00587116334533988,0.009862466414093163
2004-03-03,0.0018170410348146149,-0.00587116334533988
2004-03-04,0.0025901297008203983,0.0018170410348146149
2004-03-05,0.0033562318522166734,0.0025901297008203983
2004-03-08,-0.012276560735772435,0.0033562318522166734
2004-03-09,-0.0040097949252686504,-0.012276560735772435
2004-03-10,-0.01691029986673609,-0.0040097949252686504
2004-03-11,-0.013053261746547307,-0.01691029986673609
2004-03-12,0.013053261746547307,-0.013053261746547307
2004-03-15,-0.012333102207071178,0.013053261746547307
2004-03-16,0.005291120448673858,-0.012333102207071178
2004-03-17,0.01112032586507361,0.005291120448673858
2004-03-18,0.0002642242829153929,0.01112032586507361
2004-03-19,-0.014436204893929272,0.0002642242829153929
2004-03-22,-0.01277722371125023,-0.014436204893929272
2004-03-23,-0.0017343009715578006,-0.01277722371125023
2004-03-24,0.0008222050839226114,-0.0017343009715578006
2004-03-25,0.01314878027190769,0.0008222050839226114
2004-03-26,0.00026979040441243995,0.01314878027190769
2004-03-29,0.01395262674711173,0.00026979040441243995
2004-03-30,0.00336952031547888,0.01395262674711173
2004-03-31,0.001150158401479473,0.00336952031547888
2004-04-01,0.005994099790616936,0.001150158401479473
2004-04-02,0.0075301729793944006,0.005994099790616936
2004-04-05,0.00548059368714604,0.0075301729793944006
2004-04-06,-0.0032149507645655717,0.00548059368714604
2004-04-07,-0.002352566664436395,-0.0032149507645655717
2004-04-08,-0.0022709853371640776,-0.002352566664436395
2004-04-12,0.003927031380487556,-0.0022709853371640776
2004-04-13,-0.014121488674920357,0.003927031380487556
2004-04-14,0.0015891289157492494,-0.014121488674920357
