Date,y,SP500,Gold
2019-06-29,11959.37109375,2941.76,1409.699951171875
2019-06-30,10817.1552734375,2941.76,1409.699951171875
2019-07-01,10583.134765625,2964.33,1385.5999755859375
2019-07-02,10801.677734375,2973.01,1404.5999755859375
2019-07-03,11961.26953125,2995.82,1417.699951171875
2019-07-04,11215.4375,2995.82,1417.699951171875
2019-07-05,10978.4599609375,2990.41,1396.699951171875
2019-07-06,11208.55078125,2990.41,1396.699951171875
2019-07-07,11450.8466796875,2990.41,1396.699951171875
2019-07-08,12285.9580078125,2975.95,1397.0
2019-07-09,12573.8125,2979.63,1397.5
2019-07-10,12156.5126953125,2993.07,1410.0999755859375
2019-07-11,11358.662109375,2999.91,1404.300048828125
2019-07-12,11815.986328125,3013.77,1409.9000244140625
2019-07-13,11392.37890625,3013.77,1409.9000244140625
2019-07-14,10256.05859375,3013.77,1409.9000244140625
2019-07-15,10895.08984375,3014.3,1411.4000244140625
2019-07-16,9477.6416015625,3004.04,1409.199951171875
2019-07-17,9693.802734375,2984.42,1421.300048828125
2019-07-18,10666.482421875,2995.11,1426.0999755859375
2019-07-19,10530.732421875,2976.61,1425.0999755859375
2019-07-20,10767.1396484375,2976.61,1425.0999755859375
2019-07-21,10599.10546875,2976.61,1425.0999755859375
2019-07-22,10343.1064453125,2985.03,1425.300048828125
2019-07-23,9900.767578125,3005.47,1420.0999755859375
2019-07-24,9811.92578125,3019.56,1422.800048828125
2019-07-25,9911.841796875,3003.67,1413.9000244140625
2019-07-26,9870.3037109375,3025.86,1418.5
2019-07-27,9477.677734375,3025.86,1418.5
2019-07-28,9552.8603515625,3025.86,1418.5
2019-07-29,9519.1455078125,3020.97,1419.5999755859375
2019-07-30,9607.423828125,3013.18,1429.699951171875
2019-07-31,10085.6279296875,2980.38,1426.0999755859375
2019-08-01,10399.6689453125,2953.56,1420.9000244140625
2019-08-02,10518.1748046875,2932.05,1445.5999755859375
2019-08-03,10821.7265625,2932.05,1445.5999755859375
2019-08-04,10970.1845703125,2932.05,1445.5999755859375
2019-08-05,11805.6533203125,2844.74,1464.5999755859375
2019-08-06,11478.1689453125,2881.77,1472.4000244140625
2019-08-07,11941.96875,2883.98,1507.300048828125
2019-08-08,11966.4072265625,2938.09,1497.699951171875
2019-08-09,11862.9365234375,2918.65,1496.5999755859375
2019-08-10,11354.0244140625,2918.65,1496.5999755859375
2019-08-11,11523.5791015625,2918.65,1496.5999755859375
2019-08-12,11382.6162109375,2883.09,1505.300048828125
2019-08-13,10895.830078125,2926.32,1502.199951171875
2019-08-14,10051.7041015625,2840.6,1515.9000244140625
2019-08-15,10311.5458984375,2847.6,1519.5999755859375
2019-08-16,10374.3388671875,2888.68,1512.5
2019-08-17,10231.744140625,2888.68,1512.5
2019-08-18,10345.810546875,2888.68,1512.5
2019-08-19,10916.0537109375,2923.65,1500.4000244140625
2019-08-20,10763.232421875,2900.51,1504.5999755859375
2019-08-21,10138.0498046875,2924.43,1504.5999755859375
2019-08-22,10131.0556640625,2922.95,1497.300048828125
2019-08-23,10407.96484375,2847.11,1526.5999755859375
2019-08-24,10159.9609375,2847.11,1526.5999755859375
2019-08-25,10138.517578125,2847.11,1526.5999755859375
2019-08-26,10370.8203125,2878.38,1526.300048828125
2019-08-27,10185.5,2869.16,1541.0
2019-08-28,9754.4228515625,2887.94,1537.800048828125
2019-08-29,9510.2001953125,2924.58,1526.5
2019-08-30,9598.173828125,2926.46,1519.0999755859375
2019-08-31,9630.6640625,2926.46,1519.0999755859375
2019-09-01,9757.970703125,2926.46,1519.0999755859375
2019-09-02,10346.7607421875,2926.46,1519.0999755859375
2019-09-03,10623.5400390625,2906.27,1545.9000244140625
2019-09-04,10594.4931640625,2937.78,1550.300048828125
2019-09-05,10575.533203125,2976.0,1515.4000244140625
2019-09-06,10353.302734375,2978.71,1506.199951171875
2019-09-07,10517.2548828125,2978.71,1506.199951171875
2019-09-08,10441.2763671875,2978.71,1506.199951171875
2019-09-09,10334.974609375,2978.43,1502.199951171875
2019-09-10,10115.9755859375,2979.39,1490.300048828125
2019-09-11,10178.3720703125,3000.93,1494.4000244140625
2019-09-12,10410.126953125,3009.57,1498.699951171875
2019-09-13,10360.546875,3007.39,1490.9000244140625
2019-09-14,10358.048828125,3007.39,1490.9000244140625
2019-09-15,10347.712890625,3007.39,1490.9000244140625
2019-09-16,10276.7939453125,2997.96,1503.0999755859375
2019-09-17,10241.2724609375,3005.7,1505.0999755859375
2019-09-18,10198.248046875,3006.73,1507.5
2019-09-19,10266.4150390625,3006.79,1498.4000244140625
2019-09-20,10181.6416015625,2992.07,1507.300048828125
2019-09-21,10019.716796875,2992.07,1507.300048828125
2019-09-22,10070.392578125,2992.07,1507.300048828125
2019-09-23,9729.32421875,2991.78,1523.699951171875
2019-09-24,8620.56640625,2966.6,1532.0999755859375
2019-09-25,8486.9931640625,2984.87,1504.5999755859375
2019-09-26,8118.9677734375,2977.62,1507.5
2019-09-27,8251.845703125,2961.79,1499.0999755859375
2019-09-28,8245.9150390625,2961.79,1499.0999755859375
2019-09-29,8104.185546875,2961.79,1499.0999755859375
2019-09-30,8293.8681640625,2976.74,1465.699951171875
2019-10-01,8343.2763671875,2940.25,1482.0
2019-10-02,8393.0419921875,2887.61,1501.0
2019-10-03,8259.9921875,2910.63,1507.0999755859375
2019-10-04,8205.939453125,2952.01,1506.199951171875
2019-10-05,8151.50048828125,2952.01,1506.199951171875
2019-10-06,7988.15576171875,2952.01,1506.199951171875
2019-10-07,8245.623046875,2938.79,1497.699951171875
2019-10-08,8228.783203125,2893.06,1497.199951171875
2019-10-09,8595.740234375,2919.4,1506.0999755859375
2019-10-10,8586.4736328125,2938.13,1494.800048828125
2019-10-11,8321.7568359375,2970.27,1482.699951171875
2019-10-12,8336.5556640625,2970.27,1482.699951171875
2019-10-13,8321.005859375,2970.27,1482.699951171875
2019-10-14,8374.6865234375,2966.15,1491.699951171875
2019-10-15,8205.369140625,2995.68,1477.5999755859375
2019-10-16,8047.52685546875,2989.69,1488.0
2019-10-17,8103.9111328125,2997.95,1492.300048828125
2019-10-18,7973.20751953125,2986.2,1488.199951171875
2019-10-19,7988.560546875,2986.2,1488.199951171875
2019-10-20,8222.078125,2986.2,1488.199951171875
2019-10-21,8243.720703125,3006.72,1482.4000244140625
2019-10-22,8078.203125,2995.99,1481.699951171875
2019-10-23,7514.671875,3004.52,1489.9000244140625
2019-10-24,7493.48876953125,3010.29,1498.9000244140625
2019-10-25,8660.7001953125,3022.55,1499.5
2019-10-26,9244.97265625,3022.55,1499.5
2019-10-27,9551.71484375,3022.55,1499.5
2019-10-28,9256.1484375,3039.42,1490.0
2019-10-29,9427.6875,3036.89,1487.0
2019-10-30,9205.7265625,3046.77,1493.199951171875
2019-10-31,9199.5849609375,3037.56,1511.4000244140625
2019-11-01,9261.1044921875,3066.91,1508.0
2019-11-02,9324.7177734375,3066.91,1508.0
2019-11-03,9235.3544921875,3066.91,1508.0
2019-11-04,9412.6123046875,3078.27,1508.0
2019-11-05,9342.52734375,3074.62,1480.800048828125
2019-11-06,9360.8798828125,3076.78,1490.199951171875
2019-11-07,9267.5615234375,3085.18,1464.199951171875
2019-11-08,8804.880859375,3093.08,1461.300048828125
2019-11-09,8813.58203125,3093.08,1461.300048828125
2019-11-10,9055.5263671875,3093.08,1461.300048828125
2019-11-11,8757.7880859375,3087.01,1455.5
2019-11-12,8815.662109375,3091.84,1452.0999755859375
2019-11-13,8808.2626953125,3094.04,1461.699951171875
2019-11-14,8708.0947265625,3096.63,1471.800048828125
2019-11-15,8491.9921875,3120.46,1467.300048828125
2019-11-16,8550.7607421875,3120.46,1467.300048828125
2019-11-17,8577.9755859375,3120.46,1467.300048828125
2019-11-18,8309.2861328125,3122.03,1470.9000244140625
2019-11-19,8206.1455078125,3120.18,1473.300048828125
2019-11-20,8027.26806640625,3108.46,1473.300048828125
2019-11-21,7642.75,3103.54,1463.0999755859375
2019-11-22,7296.57763671875,3110.29,1463.0999755859375
2019-11-23,7397.796875,3110.29,1463.0999755859375
2019-11-24,7047.9169921875,3110.29,1463.0999755859375
2019-11-25,7146.1337890625,3133.64,1456.5999755859375
2019-11-26,7218.37109375,3140.52,1459.800048828125
2019-11-27,7531.66357421875,3153.63,1453.4000244140625
2019-11-28,7463.10595703125,3153.63,1453.4000244140625
2019-11-29,7761.24365234375,3140.98,1465.5999755859375
2019-11-30,7569.6298828125,3140.98,1465.5999755859375
2019-12-01,7424.29248046875,3140.98,1465.5999755859375
2019-12-02,7321.98828125,3113.87,1462.300048828125
2019-12-03,7320.1455078125,3093.2,1478.199951171875
2019-12-04,7252.03466796875,3112.76,1474.0
2019-12-05,7448.3076171875,3117.43,1476.9000244140625
2019-12-06,7546.99658203125,3145.91,1459.0999755859375
2019-12-07,7556.23779296875,3145.91,1459.0999755859375
2019-12-08,7564.34521484375,3145.91,1459.0999755859375
2019-12-09,7400.8994140625,3135.96,1459.300048828125
2019-12-10,7278.11962890625,3132.52,1462.5999755859375
2019-12-11,7217.42724609375,3141.63,1469.4000244140625
2019-12-12,7243.13427734375,3168.57,1466.699951171875
2019-12-13,7269.6845703125,3168.8,1475.5999755859375
2019-12-14,7124.673828125,3168.8,1475.5999755859375
2019-12-15,7152.3017578125,3168.8,1475.5999755859375
2019-12-16,6932.48046875,3191.45,1475.0
2019-12-17,6640.51513671875,3192.52,1474.5999755859375
2019-12-18,7276.802734375,3191.14,1472.5999755859375
2019-12-19,7202.84423828125,3205.37,1478.199951171875
2019-12-20,7218.81640625,3221.22,1474.699951171875
2019-12-21,7191.15869140625,3221.22,1474.699951171875
2019-12-22,7511.5888671875,3221.22,1474.699951171875
2019-12-23,7355.62841796875,3224.01,1482.5
2019-12-24,7322.5322265625,3223.38,1499.0999755859375
2019-12-25,7275.15576171875,3223.38,1499.0999755859375
2019-12-26,7238.966796875,3239.91,1509.300048828125
2019-12-27,7290.08837890625,3240.02,1513.800048828125
2019-12-28,7317.990234375,3240.02,1513.800048828125
2019-12-29,7422.65283203125,3240.02,1513.800048828125
2019-12-30,7292.9951171875,3221.29,1514.5
2019-12-31,7193.59912109375,3230.78,1519.5
2020-01-01,7200.17431640625,3230.78,1519.5
2020-01-02,6985.47021484375,3257.85,1524.5
2020-01-03,7344.88427734375,3234.85,1549.199951171875
2020-01-04,7410.65673828125,3234.85,1549.199951171875
2020-01-05,7411.3173828125,3234.85,1549.199951171875
2020-01-06,7769.21923828125,3246.28,1566.199951171875
2020-01-07,8163.6923828125,3237.18,1571.800048828125
2020-01-08,8079.86279296875,3253.05,1557.4000244140625
2020-01-09,7879.0712890625,3274.7,1551.699951171875
2020-01-10,8166.55419921875,3265.35,1557.5
2020-01-11,8037.53759765625,3265.35,1557.5
2020-01-12,8192.494140625,3265.35,1557.5
2020-01-13,8144.1943359375,3288.13,1548.4000244140625
2020-01-14,8827.7646484375,3283.15,1542.4000244140625
2020-01-15,8807.0107421875,3289.29,1552.0999755859375
2020-01-16,8723.7861328125,3316.81,1549.0
2020-01-17,8929.0380859375,3329.62,1558.800048828125
2020-01-18,8942.80859375,3329.62,1558.800048828125
2020-01-19,8706.2451171875,3329.62,1558.800048828125
2020-01-20,8657.642578125,3329.62,1558.800048828125
2020-01-21,8745.89453125,3320.79,1556.4000244140625
2020-01-22,8680.8759765625,3321.75,1555.300048828125
2020-01-23,8406.515625,3325.54,1564.5999755859375
2020-01-24,8445.4345703125,3295.47,1571.0999755859375
2020-01-25,8367.84765625,3295.47,1571.0999755859375
2020-01-26,8596.830078125,3295.47,1571.0999755859375
2020-01-27,8909.8193359375,3243.63,1576.800048828125
2020-01-28,9358.58984375,3276.24,1569.199951171875
2020-01-29,9316.6298828125,3273.4,1569.800048828125
2020-01-30,9508.9931640625,3283.66,1583.5
2020-01-31,9350.529296875,3225.52,1582.9000244140625
2020-02-01,9392.875,3225.52,1582.9000244140625
2020-02-02,9344.365234375,3225.52,1582.9000244140625
2020-02-03,9293.521484375,3248.92,1577.199951171875
2020-02-04,9180.962890625,3297.59,1550.4000244140625
2020-02-05,9613.423828125,3334.69,1557.800048828125
2020-02-06,9729.8017578125,3345.78,1565.0999755859375
2020-02-07,9795.943359375,3327.71,1568.5999755859375
2020-02-08,9865.119140625,3327.71,1568.5999755859375
2020-02-09,10116.673828125,3327.71,1568.5999755859375
2020-02-10,9856.611328125,3352.09,1574.699951171875
2020-02-11,10208.236328125,3357.75,1565.5999755859375
2020-02-12,10326.0546875,3379.45,1567.4000244140625
2020-02-13,10214.3798828125,3373.94,1575.0999755859375
2020-02-14,10312.1162109375,3380.16,1582.699951171875
2020-02-15,9889.4248046875,3380.16,1582.699951171875
2020-02-16,9934.43359375,3380.16,1582.699951171875
2020-02-17,9690.142578125,3380.16,1582.699951171875
2020-02-18,10141.99609375,3370.29,1600.0
2020-02-19,9633.38671875,3386.15,1607.5
2020-02-20,9608.4755859375,3373.23,1616.5999755859375
2020-02-21,9686.44140625,3337.75,1644.5999755859375
2020-02-22,9663.181640625,3337.75,1644.5999755859375
2020-02-23,9924.515625,3337.75,1644.5999755859375
2020-02-24,9650.1748046875,3225.89,1672.4000244140625
2020-02-25,9341.705078125,3128.21,1646.9000244140625
2020-02-26,8820.5224609375,3116.39,1640.0
2020-02-27,8784.494140625,2978.76,1640.0
2020-02-28,8672.455078125,2954.22,1564.0999755859375
2020-02-29,8599.5087890625,2954.22,1564.0999755859375
2020-03-01,8562.4541015625,2954.22,1564.0999755859375
2020-03-02,8869.669921875,3090.23,1592.300048828125
2020-03-03,8787.7861328125,3003.37,1642.0999755859375
2020-03-04,8755.24609375,3130.12,1641.0999755859375
2020-03-05,9078.7626953125,3023.94,1666.4000244140625
2020-03-06,9122.5458984375,2972.37,1670.800048828125
2020-03-07,8909.9541015625,2972.37,1670.800048828125
2020-03-08,8108.1162109375,2972.37,1670.800048828125
2020-03-09,7923.64453125,2746.56,1674.5
2020-03-10,7909.7294921875,2882.23,1659.0999755859375
2020-03-11,7911.43017578125,2741.38,1641.4000244140625
2020-03-12,4970.7880859375,2480.64,1589.300048828125
2020-03-13,5563.70703125,2711.02,1515.699951171875
2020-03-14,5200.3662109375,2711.02,1515.699951171875
2020-03-15,5392.31494140625,2711.02,1515.699951171875
2020-03-16,5014.47998046875,2386.13,1485.9000244140625
2020-03-17,5225.62939453125,2529.19,1524.9000244140625
2020-03-18,5238.4384765625,2398.1,1477.300048828125
2020-03-19,6191.19287109375,2409.39,1478.5999755859375
2020-03-20,6198.7783203125,2304.92,1484.0
2020-03-21,6185.06640625,2304.92,1484.0
2020-03-22,5830.2548828125,2304.92,1484.0
2020-03-23,6416.31494140625,2237.4,1567.0
2020-03-24,6734.8037109375,2447.33,1660.199951171875
2020-03-25,6681.06298828125,2475.56,1632.300048828125
2020-03-26,6716.4404296875,2630.07,1650.0999755859375
2020-03-27,6469.79833984375,2541.47,1623.9000244140625
2020-03-28,6242.19384765625,2541.47,1623.9000244140625
2020-03-29,5922.04296875,2541.47,1623.9000244140625
2020-03-30,6429.841796875,2626.65,1622.0
2020-03-31,6438.64453125,2584.59,1583.4000244140625
2020-04-01,6606.7763671875,2470.5,1578.199951171875
2020-04-02,6793.62451171875,2526.9,1625.699951171875
2020-04-03,6733.38720703125,2488.65,1633.699951171875
2020-04-04,6867.52734375,2488.65,1633.699951171875
2020-04-05,6791.12939453125,2488.65,1633.699951171875
2020-04-06,7271.78125,2663.68,1677.0
2020-04-07,7176.41455078125,2659.41,1664.800048828125
2020-04-08,7334.0986328125,2749.98,1665.4000244140625
2020-04-09,7302.08935546875,2789.82,1736.199951171875
2020-04-10,6865.4931640625,2789.82,1736.199951171875
2020-04-11,6859.0830078125,2789.82,1736.199951171875
2020-04-12,6971.091796875,2789.82,1736.199951171875
2020-04-13,6845.03759765625,2761.63,1744.800048828125
2020-04-14,6842.427734375,2846.06,1756.699951171875
2020-04-15,6642.10986328125,2783.36,1727.199951171875
2020-04-16,7116.80419921875,2799.55,1720.4000244140625
2020-04-17,7096.1845703125,2874.56,1689.199951171875
2020-04-18,7257.6650390625,2874.56,1689.199951171875
2020-04-19,7189.4248046875,2874.56,1689.199951171875
2020-04-20,6881.95849609375,2823.16,1701.5999755859375
2020-04-21,6880.3232421875,2736.56,1678.199951171875
2020-04-22,7117.20751953125,2799.31,1728.699951171875
2020-04-23,7429.724609375,2797.8,1733.300048828125
2020-04-24,7550.90087890625,2836.74,1723.5
2020-04-25,7569.93603515625,2836.74,1723.5
2020-04-26,7679.8671875,2836.74,1723.5
2020-04-27,7795.60107421875,2878.48,1711.9000244140625
2020-04-28,7807.05859375,2863.39,1710.5
2020-04-29,8801.0380859375,2939.51,1703.4000244140625
2020-04-30,8658.5537109375,2912.43,1684.199951171875
2020-05-01,8864.7666015625,2830.71,1694.5
2020-05-02,8988.5966796875,2830.71,1694.5
2020-05-03,8897.46875,2830.71,1694.5
2020-05-04,8912.654296875,2842.74,1706.9000244140625
2020-05-05,9003.0703125,2868.44,1704.4000244140625
2020-05-06,9268.76171875,2848.42,1684.199951171875
2020-05-07,9951.5185546875,2881.19,1721.800048828125
2020-05-08,9842.666015625,2929.8,1709.9000244140625
2020-05-09,9593.896484375,2929.8,1709.9000244140625
2020-05-10,8756.4306640625,2929.8,1709.9000244140625
2020-05-11,8601.7958984375,2930.32,1695.300048828125
2020-05-12,8804.4775390625,2870.12,1704.4000244140625
2020-05-13,9269.9873046875,2820.0,1713.9000244140625
2020-05-14,9733.7216796875,2852.5,1738.0999755859375
2020-05-15,9328.197265625,2863.7,1753.4000244140625
2020-05-16,9377.013671875,2863.7,1753.4000244140625
2020-05-17,9670.7392578125,2863.7,1753.4000244140625
2020-05-18,9726.5751953125,2953.91,1731.800048828125
2020-05-19,9729.0380859375,2922.94,1744.199951171875
2020-05-20,9522.9814453125,2971.61,1750.5999755859375
2020-05-21,9081.76171875,2948.51,1720.5
2020-05-22,9182.5771484375,2955.45,1734.5999755859375
2020-05-23,9209.287109375,2955.45,1734.5999755859375
2020-05-24,8790.3681640625,2955.45,1734.5999755859375
2020-05-25,8906.9345703125,2955.45,1734.5999755859375
2020-05-26,8835.052734375,2991.77,1704.800048828125
2020-05-27,9181.017578125,3036.13,1710.300048828125
2020-05-28,9525.7509765625,3029.73,1713.300048828125
2020-05-29,9439.1240234375,3044.31,1736.9000244140625
2020-05-30,9700.4140625,3044.31,1736.9000244140625
2020-05-31,9461.05859375,3044.31,1736.9000244140625
2020-06-01,10167.2685546875,3055.73,1737.800048828125
2020-06-02,9529.8037109375,3080.82,1725.199951171875
2020-06-03,9656.7177734375,3122.87,1697.800048828125
2020-06-04,9800.63671875,3112.35,1718.9000244140625
2020-06-05,9665.533203125,3193.93,1676.199951171875
2020-06-06,9653.6796875,3193.93,1676.199951171875
2020-06-07,9758.8525390625,3193.93,1676.199951171875
2020-06-08,9771.4892578125,3232.39,1698.300048828125
2020-06-09,9795.7001953125,3207.18,1714.699951171875
2020-06-10,9870.0947265625,3190.14,1713.300048828125
2020-06-11,9321.78125,3002.1,1732.0
2020-06-12,9480.84375,3041.31,1729.300048828125
2020-06-13,9475.27734375,3041.31,1729.300048828125
2020-06-14,9386.7880859375,3041.31,1729.300048828125
2020-06-15,9450.7021484375,3066.59,1720.300048828125
2020-06-16,9538.0244140625,3124.74,1729.5999755859375
2020-06-17,9480.2548828125,3113.49,1729.199951171875
2020-06-18,9411.8408203125,3115.34,1724.800048828125
2020-06-19,9288.0185546875,3097.74,1745.9000244140625
2020-06-20,9332.3408203125,3097.74,1745.9000244140625
2020-06-21,9303.6298828125,3097.74,1745.9000244140625
2020-06-22,9648.7177734375,3117.86,1756.699951171875
2020-06-23,9629.658203125,3131.29,1772.0999755859375
2020-06-24,9313.6103515625,3050.33,1765.800048828125
2020-06-25,9264.8134765625,3083.76,1762.0999755859375
2020-06-26,9162.91796875,3009.05,1772.5
2020-06-27,9045.390625,3009.05,1772.5
2020-06-28,9143.58203125,3009.05,1772.5
2020-06-29,9190.8544921875,3053.24,1774.800048828125
2020-06-30,9137.9931640625,3100.29,1793.0
2020-07-01,9228.3251953125,3115.86,1773.199951171875
2020-07-02,9123.41015625,3130.01,1784.0
2020-07-03,9087.3037109375,3130.01,1784.0
2020-07-04,9132.48828125,3130.01,1784.0
2020-07-05,9073.9423828125,3130.01,1784.0
2020-07-06,9375.474609375,3179.72,1788.5
2020-07-07,9252.27734375,3145.32,1804.199951171875
2020-07-08,9428.3330078125,3169.94,1815.5
2020-07-09,9277.9677734375,3152.05,1799.199951171875
2020-07-10,9278.8076171875,3185.04,1798.199951171875
2020-07-11,9240.3466796875,3185.04,1798.199951171875
2020-07-12,9276.5,3185.04,1798.199951171875
2020-07-13,9243.6142578125,3155.22,1811.0
2020-07-14,9243.2138671875,3197.52,1810.5999755859373
2020-07-15,9192.8369140625,3226.56,1811.4000244140625
2020-07-16,9132.2275390625,3215.57,1798.699951171875
2020-07-17,9151.392578125,3224.73,1808.300048828125
2020-07-18,9159.0400390625,3224.73,1808.300048828125
2020-07-19,9185.8173828125,3224.73,1808.300048828125
2020-07-20,9164.2314453125,3251.84,1815.9000244140625
2020-07-21,9374.8876953125,3257.3,1842.4000244140625
2020-07-22,9525.36328125,3276.02,1864.0999755859373
2020-07-23,9581.072265625,3235.66,1889.0999755859373
2020-07-24,9536.892578125,3215.63,1897.300048828125
2020-07-25,9677.11328125,3215.63,1897.300048828125
2020-07-26,9905.1669921875,3215.63,1897.300048828125
2020-07-27,10990.873046875,3239.41,1931.0
2020-07-28,10912.8232421875,3218.44,1944.699951171875
2020-07-29,11100.4677734375,3258.44,1953.5
2020-07-30,11111.2138671875,3246.22,1942.300048828125
2020-07-31,11323.466796875,3271.12,1962.800048828125
2020-08-01,11759.5927734375,3271.12,1962.800048828125
2020-08-02,11053.6142578125,3271.12,1962.800048828125
2020-08-03,11246.3486328125,3294.61,1966.0
2020-08-04,11205.892578125,3306.51,2001.199951171875
2020-08-05,11747.0224609375,3327.77,2031.0999755859373
2020-08-06,11779.7734375,3349.16,2051.5
2020-08-07,11601.47265625,3351.28,2010.0999755859373
2020-08-08,11754.0458984375,3351.28,2010.0999755859373
2020-08-09,11675.7392578125,3351.28,2010.0999755859373
2020-08-10,11878.111328125,3360.47,2024.4000244140625
2020-08-11,11410.525390625,3333.69,1932.5999755859373
2020-08-12,11584.9345703125,3380.35,1934.9000244140625
2020-08-13,11784.1376953125,3373.43,1956.699951171875
2020-08-14,11768.87109375,3372.85,1937.0
2020-08-15,11865.6982421875,3372.85,1937.0
2020-08-16,11892.8037109375,3372.85,1937.0
2020-08-17,12254.40234375,3381.99,1985.0
2020-08-18,11991.2333984375,3389.78,1999.4000244140625
2020-08-19,11758.283203125,3374.85,1958.699951171875
2020-08-20,11878.3720703125,3385.51,1933.800048828125
2020-08-21,11592.4892578125,3397.16,1934.5999755859373
