Date,y,SP500,Gold
2020-08-22,11681.8251953125,3397.16,1934.5999755859373
2020-08-23,11664.84765625,3397.16,1934.5999755859373
2020-08-24,11774.595703125,3431.28,1927.699951171875
2020-08-25,11366.134765625,3443.62,1911.800048828125
2020-08-26,11488.36328125,3478.73,1940.699951171875
2020-08-27,11323.3974609375,3484.55,1921.5999755859373
2020-08-28,11542.5,3508.01,1964.5999755859373
2020-08-29,11506.865234375,3508.01,1964.5999755859373
2020-08-30,11711.505859375,3508.01,1964.5999755859373
2020-08-31,11680.8203125,3500.31,1967.5999755859373
2020-09-01,11970.478515625,3526.65,1968.199951171875
2020-09-02,11414.0341796875,3580.84,1934.4000244140625
2020-09-03,10245.296875,3455.06,1927.5999755859373
2020-09-04,10511.8134765625,3426.96,1923.9000244140625
2020-09-05,10169.5673828125,3426.96,1923.9000244140625
2020-09-06,10280.3515625,3426.96,1923.9000244140625
2020-09-07,10369.5634765625,3426.96,1923.9000244140625
2020-09-08,10131.5166015625,3331.84,1933.0
2020-09-09,10242.34765625,3398.96,1944.699951171875
2020-09-10,10363.138671875,3339.19,1954.199951171875
2020-09-11,10400.9150390625,3340.97,1937.800048828125
2020-09-12,10442.1708984375,3340.97,1937.800048828125
2020-09-13,10323.755859375,3340.97,1937.800048828125
2020-09-14,10680.837890625,3383.54,1953.0999755859373
2020-09-15,10796.951171875,3401.2,1956.300048828125
2020-09-16,10974.9052734375,3385.49,1960.199951171875
2020-09-17,10948.990234375,3357.01,1940.0
2020-09-18,10944.5859375,3319.47,1952.0999755859373
2020-09-19,11094.3466796875,3319.47,1952.0999755859373
2020-09-20,10938.271484375,3319.47,1952.0999755859373
2020-09-21,10462.259765625,3281.06,1901.199951171875
2020-09-22,10538.4599609375,3315.57,1898.5999755859373
2020-09-23,10246.1865234375,3236.92,1859.9000244140625
2020-09-24,10760.06640625,3246.59,1868.300048828125
2020-09-25,10692.716796875,3298.46,1857.699951171875
2020-09-26,10750.7236328125,3298.46,1857.699951171875
2020-09-27,10775.26953125,3298.46,1857.699951171875
2020-09-28,10709.65234375,3351.6,1872.800048828125
2020-09-29,10844.640625,3335.47,1894.300048828125
2020-09-30,10784.4912109375,3363.0,1887.5
2020-10-01,10619.4521484375,3380.8,1908.4000244140625
2020-10-02,10575.974609375,3348.44,1900.199951171875
2020-10-03,10549.3291015625,3348.44,1900.199951171875
2020-10-04,10669.5830078125,3348.44,1900.199951171875
2020-10-05,10793.33984375,3408.63,1912.5
2020-10-06,10604.40625,3360.95,1901.0999755859373
2020-10-07,10668.96875,3419.45,1883.5999755859373
2020-10-08,10915.685546875,3446.83,1888.5999755859373
2020-10-09,11064.4580078125,3477.13,1919.5
2020-10-10,11296.361328125,3477.13,1919.5
2020-10-11,11384.181640625,3477.13,1919.5
2020-10-12,11555.36328125,3534.22,1922.5
2020-10-13,11425.8994140625,3511.93,1888.5
2020-10-14,11429.5068359375,3488.67,1901.300048828125
2020-10-15,11495.349609375,3483.34,1903.199951171875
2020-10-16,11322.123046875,3483.81,1900.800048828125
2020-10-17,11358.1015625,3483.81,1900.800048828125
2020-10-18,11483.359375,3483.81,1900.800048828125
2020-10-19,11742.037109375,3426.92,1906.4000244140625
2020-10-20,11916.3349609375,3443.12,1910.4000244140625
2020-10-21,12823.689453125,3435.56,1924.5999755859373
2020-10-22,12965.8916015625,3453.49,1901.0999755859373
2020-10-23,12931.5390625,3465.39,1902.0
2020-10-24,13108.0625,3465.39,1902.0
2020-10-25,13031.173828125,3465.39,1902.0
2020-10-26,13075.248046875,3400.97,1902.699951171875
2020-10-27,13654.21875,3390.68,1908.800048828125
2020-10-28,13271.28515625,3271.03,1876.199951171875
2020-10-29,13437.8828125,3310.11,1865.5999755859373
2020-10-30,13546.5224609375,3269.96,1877.4000244140625
2020-10-31,13780.9951171875,3269.96,1877.4000244140625
2020-11-01,13737.109375,3269.96,1877.4000244140625
2020-11-02,13550.4892578125,3310.24,1890.4000244140625
2020-11-03,13950.30078125,3369.02,1908.5
2020-11-04,14133.70703125,3443.44,1894.5999755859373
2020-11-05,15579.8486328125,3510.45,1945.300048828125
2020-11-06,15565.880859375,3509.44,1950.300048828125
2020-11-07,14833.75390625,3509.44,1950.300048828125
2020-11-08,15479.5673828125,3509.44,1950.300048828125
2020-11-09,15332.3154296875,3550.5,1853.199951171875
2020-11-10,15290.90234375,3545.53,1875.4000244140625
2020-11-11,15701.33984375,3572.66,1860.699951171875
2020-11-12,16276.34375,3537.01,1872.5999755859373
2020-11-13,16317.80859375,3585.15,1885.699951171875
2020-11-14,16068.138671875,3585.15,1885.699951171875
2020-11-15,15955.587890625,3585.15,1885.699951171875
2020-11-16,16716.111328125,3626.91,1887.300048828125
2020-11-17,17645.40625,3609.53,1884.5
2020-11-18,17804.005859375,3567.79,1873.5
2020-11-19,17817.08984375,3581.87,1861.0999755859373
2020-11-20,18621.314453125,3557.54,1872.5999755859373
2020-11-21,18642.232421875,3557.54,1872.5999755859373
2020-11-22,18370.001953125,3557.54,1872.5999755859373
2020-11-23,18364.12109375,3577.59,1837.800048828125
2020-11-24,19107.46484375,3635.41,1804.800048828125
2020-11-25,18732.12109375,3629.65,1805.699951171875
2020-11-26,17150.623046875,3629.65,1805.699951171875
2020-11-27,17108.40234375,3638.35,1781.9000244140625
2020-11-28,17717.4140625,3638.35,1781.9000244140625
2020-11-29,18177.484375,3638.35,1781.9000244140625
2020-11-30,19625.8359375,3621.63,1775.699951171875
2020-12-01,18802.998046875,3662.45,1814.0999755859373
2020-12-02,19201.091796875,3669.01,1825.699951171875
2020-12-03,19445.3984375,3666.72,1836.800048828125
2020-12-04,18699.765625,3699.12,1835.9000244140625
2020-12-05,19154.23046875,3699.12,1835.9000244140625
2020-12-06,19345.12109375,3699.12,1835.9000244140625
2020-12-07,19191.630859375,3691.96,1861.800048828125
2020-12-08,18321.14453125,3702.25,1870.800048828125
2020-12-09,18553.916015625,3672.82,1834.5999755859373
2020-12-10,18264.9921875,3668.1,1833.5999755859373
2020-12-11,18058.904296875,3663.46,1839.800048828125
2020-12-12,18803.65625,3663.46,1839.800048828125
2020-12-13,19142.3828125,3663.46,1839.800048828125
2020-12-14,19246.64453125,3647.49,1828.699951171875
2020-12-15,19417.076171875,3694.62,1852.300048828125
2020-12-16,21310.59765625,3701.17,1856.0999755859373
2020-12-17,22805.162109375,3722.48,1887.199951171875
2020-12-18,23137.9609375,3709.41,1885.699951171875
2020-12-19,23869.83203125,3709.41,1885.699951171875
2020-12-20,23477.294921875,3709.41,1885.699951171875
2020-12-21,22803.08203125,3694.92,1879.199951171875
2020-12-22,23783.029296875,3687.26,1866.5999755859373
2020-12-23,23241.345703125,3690.01,1874.699951171875
2020-12-24,23735.94921875,3703.06,1879.9000244140625
2020-12-25,24664.791015625,3703.06,1879.9000244140625
2020-12-26,26437.037109375,3703.06,1879.9000244140625
2020-12-27,26272.294921875,3703.06,1879.9000244140625
2020-12-28,27084.80859375,3735.36,1877.199951171875
2020-12-29,27362.4375,3727.04,1879.699951171875
2020-12-30,28840.953125,3732.04,1891.0
2020-12-31,29001.720703125,3756.07,1893.0999755859373
2021-01-01,29374.15234375,3756.07,1893.0999755859373
2021-01-02,32127.267578125,3756.07,1893.0999755859373
2021-01-03,32782.0234375,3756.07,1893.0999755859373
2021-01-04,31971.9140625,3700.65,1944.699951171875
2021-01-05,33992.4296875,3726.86,1952.699951171875
2021-01-06,36824.36328125,3748.14,1906.9000244140625
2021-01-07,39371.04296875,3803.79,1912.300048828125
2021-01-08,40797.609375,3824.68,1834.0999755859373
2021-01-09,40254.546875,3824.68,1834.0999755859373
2021-01-10,38356.44140625,3824.68,1834.0999755859373
2021-01-11,35566.65625,3799.61,1849.5999755859373
2021-01-12,33922.9609375,3801.19,1842.9000244140625
2021-01-13,37316.359375,3809.84,1853.5999755859373
2021-01-14,39187.328125,3795.54,1850.300048828125
2021-01-15,36825.3671875,3768.25,1829.300048828125
2021-01-16,36178.140625,3768.25,1829.300048828125
2021-01-17,35791.27734375,3768.25,1829.300048828125
2021-01-18,36630.07421875,3768.25,1829.300048828125
2021-01-19,36069.8046875,3798.91,1839.5
2021-01-20,35547.75,3851.85,1865.9000244140625
2021-01-21,30825.69921875,3853.07,1865.300048828125
2021-01-22,33005.76171875,3841.47,1855.699951171875
2021-01-23,32067.642578125,3841.47,1855.699951171875
2021-01-24,32289.37890625,3841.47,1855.699951171875
2021-01-25,32366.392578125,3855.36,1854.9000244140625
2021-01-26,32569.849609375,3849.62,1850.699951171875
2021-01-27,30432.546875,3750.77,1844.9000244140625
2021-01-28,33466.09765625,3787.38,1837.9000244140625
2021-01-29,34316.38671875,3714.24,1847.300048828125
2021-01-30,34269.5234375,3714.24,1847.300048828125
2021-01-31,33114.359375,3714.24,1847.300048828125
2021-02-01,33537.17578125,3773.86,1860.800048828125
2021-02-02,35510.2890625,3826.31,1830.5
2021-02-03,37472.08984375,3830.17,1832.199951171875
2021-02-04,36926.06640625,3871.74,1788.9000244140625
2021-02-05,38144.30859375,3886.83,1810.9000244140625
2021-02-06,39266.01171875,3886.83,1810.9000244140625
2021-02-07,38903.44140625,3886.83,1810.9000244140625
2021-02-08,46196.46484375,3915.59,1831.9000244140625
2021-02-09,46481.10546875,3911.23,1835.300048828125
2021-02-10,44918.18359375,3909.88,1840.5999755859373
2021-02-11,47909.33203125,3916.38,1824.9000244140625
2021-02-12,47504.8515625,3934.83,1821.5999755859373
2021-02-13,47105.515625,3934.83,1821.5999755859373
2021-02-14,48717.2890625,3934.83,1821.5999755859373
2021-02-15,47945.05859375,3934.83,1821.5999755859373
2021-02-16,49199.87109375,3932.59,1797.199951171875
2021-02-17,52149.0078125,3931.33,1771.0999755859375
2021-02-18,51679.796875,3913.97,1773.4000244140625
2021-02-19,55888.1328125,3906.71,1775.800048828125
2021-02-20,56099.51953125,3906.71,1775.800048828125
2021-02-21,57539.9453125,3906.71,1775.800048828125
2021-02-22,54207.3203125,3876.5,1806.699951171875
2021-02-23,48824.42578125,3881.37,1804.4000244140625
2021-02-24,49705.33203125,3925.43,1796.4000244140625
2021-02-25,47093.8515625,3829.34,1774.4000244140625
2021-02-26,46339.76171875,3811.15,1728.0999755859375
2021-02-27,46188.453125,3811.15,1728.0999755859375
2021-02-28,45137.76953125,3811.15,1728.0999755859375
2021-03-01,49631.2421875,3901.82,1722.5
2021-03-02,48378.98828125,3870.29,1733.0999755859375
2021-03-03,50538.2421875,3819.72,1715.300048828125
2021-03-04,48561.16796875,3768.47,1700.199951171875
2021-03-05,48927.3046875,3841.94,1698.0
2021-03-06,48912.3828125,3841.94,1698.0
2021-03-07,51206.69140625,3841.94,1698.0
2021-03-08,52246.5234375,3821.35,1677.699951171875
2021-03-09,54824.1171875,3875.44,1716.5999755859375
2021-03-10,56008.55078125,3898.81,1721.5
2021-03-11,57805.12109375,3939.34,1722.300048828125
2021-03-12,57332.08984375,3943.34,1719.5
2021-03-13,61243.0859375,3943.34,1719.5
2021-03-14,59302.31640625,3943.34,1719.5
2021-03-15,55907.19921875,3968.94,1728.9000244140625
2021-03-16,56804.90234375,3962.71,1730.5999755859375
2021-03-17,58870.89453125,3974.12,1726.800048828125
2021-03-18,57858.921875,3915.46,1732.199951171875
2021-03-19,58346.65234375,3913.1,1741.4000244140625
2021-03-20,58313.64453125,3913.1,1741.4000244140625
2021-03-21,57523.421875,3913.1,1741.4000244140625
2021-03-22,54529.14453125,3940.59,1737.800048828125
2021-03-23,54738.9453125,3910.52,1724.699951171875
2021-03-24,52774.265625,3889.14,1732.9000244140625
2021-03-25,51704.16015625,3909.52,1724.9000244140625
2021-03-26,55137.3125,3974.54,1732.199951171875
2021-03-27,55973.51171875,3974.54,1732.199951171875
2021-03-28,55950.74609375,3974.54,1732.199951171875
2021-03-29,57750.19921875,3971.09,1712.0999755859375
2021-03-30,58917.69140625,3958.55,1683.9000244140625
2021-03-31,58918.83203125,3972.89,1713.800048828125
2021-04-01,59095.80859375,4019.87,1726.5
2021-04-02,59384.3125,4019.87,1726.5
2021-04-03,57603.890625,4019.87,1726.5
2021-04-04,58758.5546875,4019.87,1726.5
2021-04-05,59057.87890625,4077.91,1727.0
2021-04-06,58192.359375,4073.94,1741.5
2021-04-07,56048.9375,4079.95,1740.0999755859375
2021-04-08,58323.953125,4097.17,1756.800048828125
2021-04-09,58245.00390625,4128.8,1743.300048828125
2021-04-10,59793.234375,4128.8,1743.300048828125
2021-04-11,60204.96484375,4128.8,1743.300048828125
2021-04-12,59893.453125,4127.99,1731.199951171875
2021-04-13,63503.45703125,4141.59,1746.199951171875
2021-04-14,63109.6953125,4124.66,1734.9000244140625
2021-04-15,63314.01171875,4170.42,1765.4000244140625
2021-04-16,61572.7890625,4185.47,1779.0
2021-04-17,60683.8203125,4185.47,1779.0
2021-04-18,56216.18359375,4185.47,1779.0
2021-04-19,55724.265625,4163.26,1769.4000244140625
2021-04-20,56473.03125,4134.94,1777.300048828125
2021-04-21,53906.08984375,4173.42,1792.300048828125
2021-04-22,51762.2734375,4134.98,1781.199951171875
2021-04-23,51093.65234375,4180.17,1777.0
2021-04-24,50050.8671875,4180.17,1777.0
2021-04-25,49004.25390625,4180.17,1777.0
2021-04-26,54021.75390625,4187.62,1779.199951171875
2021-04-27,55033.1171875,4186.72,1778.0
2021-04-28,54824.703125,4183.18,1773.199951171875
2021-04-29,53555.109375,4211.47,1768.0999755859375
2021-04-30,57750.17578125,4181.17,1767.300048828125
2021-05-01,57828.05078125,4181.17,1767.300048828125
2021-05-02,56631.078125,4181.17,1767.300048828125
2021-05-03,57200.29296875,4192.66,1791.4000244140625
2021-05-04,53333.5390625,4164.66,1775.800048828125
2021-05-05,57424.0078125,4167.59,1784.0999755859375
2021-05-06,56396.515625,4201.62,1815.5
2021-05-07,57356.40234375,4232.6,1831.0999755859373
2021-05-08,58803.77734375,4232.6,1831.0999755859373
2021-05-09,58232.31640625,4232.6,1831.0999755859373
2021-05-10,55859.796875,4188.43,1837.5
2021-05-11,56704.57421875,4152.1,1835.9000244140625
2021-05-12,49150.53515625,4063.04,1822.5999755859373
2021-05-13,49716.19140625,4112.5,1823.800048828125
2021-05-14,49880.53515625,4173.85,1837.9000244140625
2021-05-15,46760.1875,4173.85,1837.9000244140625
2021-05-16,46456.05859375,4173.85,1837.9000244140625
2021-05-17,43537.51171875,4163.29,1867.5
2021-05-18,42909.40234375,4127.83,1867.800048828125
2021-05-19,37002.44140625,4115.68,1881.300048828125
2021-05-20,40782.73828125,4159.12,1881.800048828125
2021-05-21,37304.69140625,4155.86,1876.699951171875
2021-05-22,37536.6328125,4155.86,1876.699951171875
2021-05-23,34770.58203125,4155.86,1876.699951171875
2021-05-24,38705.98046875,4197.05,1884.5999755859373
2021-05-25,38402.22265625,4188.13,1898.0999755859373
2021-05-26,39294.19921875,4195.99,1901.300048828125
2021-05-27,38436.96875,4200.88,1895.699951171875
2021-05-28,35697.60546875,4204.11,1902.5
2021-05-29,34616.06640625,4204.11,1902.5
2021-05-30,35678.12890625,4204.11,1902.5
2021-05-31,37332.85546875,4204.11,1902.5
2021-06-01,36684.92578125,4202.04,1902.9000244140625
2021-06-02,37575.1796875,4208.12,1907.5
2021-06-03,39208.765625,4192.85,1871.199951171875
2021-06-04,36894.40625,4229.89,1889.800048828125
2021-06-05,35551.95703125,4229.89,1889.800048828125
2021-06-06,35862.37890625,4229.89,1889.800048828125
2021-06-07,33560.70703125,4226.52,1896.800048828125
2021-06-08,33472.6328125,4227.26,1892.199951171875
2021-06-09,37345.12109375,4219.55,1893.199951171875
2021-06-10,36702.59765625,4239.18,1894.199951171875
2021-06-11,37334.3984375,4247.44,1877.4000244140625
2021-06-12,35552.515625,4247.44,1877.4000244140625
2021-06-13,39097.859375,4247.44,1877.4000244140625
2021-06-14,40218.4765625,4255.15,1864.0
2021-06-15,40406.26953125,4246.59,1854.5
2021-06-16,38347.0625,4223.7,1859.5
2021-06-17,38053.50390625,4221.86,1773.800048828125
2021-06-18,35787.24609375,4166.45,1767.9000244140625
2021-06-19,35615.87109375,4166.45,1767.9000244140625
2021-06-20,35698.296875,4166.45,1767.9000244140625
2021-06-21,31676.693359375,4224.79,1781.800048828125
2021-06-22,32505.66015625,4246.44,1776.300048828125
2021-06-23,33723.02734375,4241.84,1782.300048828125
2021-06-24,34662.4375,4266.49,1775.5999755859375
2021-06-25,31637.779296875,4280.7,1776.5999755859375
2021-06-26,32186.27734375,4280.7,1776.5999755859375
2021-06-27,34649.64453125,4280.7,1776.5999755859375
2021-06-28,34434.3359375,4290.61,1779.5999755859375
2021-06-29,35867.77734375,4291.8,1762.800048828125
2021-06-30,35040.8359375,4297.5,1770.800048828125
2021-07-01,33572.1171875,4319.94,1775.9000244140625
2021-07-02,33897.046875,4352.34,1782.5999755859375
2021-07-03,34668.546875,4352.34,1782.5999755859375
2021-07-04,35287.78125,4352.34,1782.5999755859375
2021-07-05,33746.00390625,4352.34,1782.5999755859375
2021-07-06,34235.1953125,4343.54,1793.5
2021-07-07,33855.328125,4358.13,1801.5
2021-07-08,32877.37109375,4320.82,1799.5999755859375
2021-07-09,33798.01171875,4369.55,1810.0
2021-07-10,33520.51953125,4369.55,1810.0
2021-07-11,34240.1875,4369.55,1810.0
2021-07-12,33155.84765625,4384.63,1805.5
2021-07-13,32702.025390625,4369.21,1809.4000244140625
2021-07-14,32822.34765625,4374.3,1824.300048828125
2021-07-15,31780.73046875,4360.03,1828.4000244140625
2021-07-16,31421.5390625,4327.16,1814.5
2021-07-17,31533.068359375,4327.16,1814.5
2021-07-18,31796.810546875,4327.16,1814.5
2021-07-19,30817.83203125,4258.49,1808.699951171875
2021-07-20,29807.34765625,4323.06,1810.9000244140625
2021-07-21,32110.693359375,4358.69,1802.9000244140625
2021-07-22,32313.10546875,4367.48,1805.0
2021-07-23,33581.55078125,4411.79,1801.4000244140625
2021-07-24,34292.4453125,4411.79,1801.4000244140625
2021-07-25,35350.1875,4411.79,1801.4000244140625
2021-07-26,37337.53515625,4422.3,1798.699951171875
2021-07-27,39406.94140625,4401.46,1799.5
2021-07-28,39995.90625,4400.64,1799.5
2021-07-29,40008.421875,4419.15,1831.199951171875
2021-07-30,42235.546875,4395.26,1812.5999755859373
2021-07-31,41626.1953125,4395.26,1812.5999755859373
2021-08-01,39974.89453125,4395.26,1812.5999755859373
2021-08-02,39201.9453125,4387.16,1818.0999755859373
2021-08-03,38152.98046875,4423.15,1810.0999755859373
2021-08-04,39747.50390625,4402.66,1810.5
2021-08-05,40869.5546875,4429.1,1805.0999755859373
2021-08-06,42816.5,4436.52,1760.0
2021-08-07,44555.80078125,4436.52,1760.0
2021-08-08,43798.1171875,4436.52,1760.0
2021-08-09,46365.40234375,4432.35,1723.4000244140625
2021-08-10,45585.03125,4436.75,1728.800048828125
2021-08-11,45593.63671875,4447.7,1750.4000244140625
2021-08-12,44428.2890625,4460.83,1749.0
2021-08-13,47793.3203125,4468.0,1775.199951171875
2021-08-14,47096.9453125,4468.0,1775.199951171875
2021-08-15,47047.00390625,4468.0,1775.199951171875
2021-08-16,46004.484375,4479.71,1786.9000244140625
2021-08-17,44695.359375,4448.08,1785.0
2021-08-18,44801.1875,4400.27,1781.5999755859375
2021-08-19,46717.578125,4405.8,1780.199951171875
2021-08-20,49339.17578125,4441.67,1781.0
2021-08-21,48905.4921875,4441.67,1781.0
2021-08-22,49321.65234375,4441.67,1781.0
2021-08-23,49546.1484375,4479.53,1803.199951171875
2021-08-24,47706.1171875,4486.23,1805.5999755859373
2021-08-25,48960.7890625,4496.19,1788.199951171875
2021-08-26,46942.21875,4470.0,1792.199951171875
2021-08-27,49058.66796875,4509.37,1816.5999755859373
2021-08-28,48902.40234375,4509.37,1816.5999755859373
2021-08-29,48829.83203125,4509.37,1816.5999755859373
2021-08-30,47054.984375,4528.79,1809.0
2021-08-31,47166.6875,4522.68,1815.0
2021-09-01,48847.02734375,4524.09,1813.0999755859373
2021-09-02,49327.72265625,4536.95,1808.699951171875
2021-09-03,50025.375,4535.43,1830.9000244140625
2021-09-04,49944.625,4535.43,1830.9000244140625
2021-09-05,51753.41015625,4535.43,1830.9000244140625
2021-09-06,52633.53515625,4535.43,1830.9000244140625
2021-09-07,46811.12890625,4520.03,1795.9000244140625
2021-09-08,46091.390625,4514.07,1790.699951171875
2021-09-09,46391.421875,4493.28,1797.4000244140625
2021-09-10,44883.91015625,4458.58,1789.5999755859375
2021-09-11,45201.45703125,4458.58,1789.5999755859375
2021-09-12,46063.26953125,4458.58,1789.5999755859375
2021-09-13,44963.07421875,4468.73,1792.0
2021-09-14,47092.4921875,4443.05,1804.699951171875
2021-09-15,48176.34765625,4480.7,1792.4000244140625
2021-09-16,47783.359375,4473.75,1754.5999755859375
2021-09-17,47267.51953125,4432.99,1749.4000244140625
2021-09-18,48278.36328125,4432.99,1749.4000244140625
2021-09-19,47260.21875,4432.99,1749.4000244140625
2021-09-20,42843.80078125,4357.73,1761.800048828125
2021-09-21,40693.67578125,4354.19,1776.0
2021-09-22,43574.5078125,4395.64,1776.699951171875
2021-09-23,44895.09765625,4448.98,1747.699951171875
2021-09-24,42839.75,4455.48,1749.699951171875
2021-09-25,42716.59375,4455.48,1749.699951171875
2021-09-26,43208.5390625,4455.48,1749.699951171875
2021-09-27,42235.73046875,4443.11,1750.0
2021-09-28,41034.54296875,4352.63,1735.800048828125
2021-09-29,41564.36328125,4359.46,1721.5
2021-09-30,43790.89453125,4307.54,1755.300048828125
2021-10-01,48116.94140625,4357.04,1757.0
2021-10-02,47711.48828125,4357.04,1757.0
2021-10-03,48199.953125,4357.04,1757.0
2021-10-04,49112.90234375,4300.46,1766.199951171875
2021-10-05,51514.8125,4345.72,1759.5999755859375
2021-10-06,55361.44921875,4363.55,1760.5
2021-10-07,53805.984375,4399.76,1757.9000244140625
2021-10-08,53967.84765625,4391.34,1756.300048828125
2021-10-09,54968.22265625,4391.34,1756.300048828125
2021-10-10,54771.578125,4391.34,1756.300048828125
2021-10-11,57484.7890625,4361.19,1754.5999755859375
2021-10-12,56041.05859375,4350.65,1758.300048828125
2021-10-13,57401.09765625,4363.8,1793.699951171875
2021-10-14,57321.5234375,4438.26,1796.699951171875
2021-10-15,61593.94921875,4471.37,1767.199951171875
2021-10-16,60892.1796875,4471.37,1767.199951171875
2021-10-17,61553.6171875,4471.37,1767.199951171875
2021-10-18,62026.078125,4486.46,1764.800048828125
2021-10-19,64261.9921875,4519.63,1769.699951171875
2021-10-20,65992.8359375,4536.19,1784.0999755859375
2021-10-21,62210.171875,4549.78,1781.199951171875
2021-10-22,60692.265625,4544.9,1795.5
2021-10-23,61393.6171875,4544.9,1795.5
2021-10-24,60930.8359375,4544.9,1795.5
2021-10-25,63039.82421875,4566.48,1806.0
2021-10-26,60363.79296875,4574.79,1792.699951171875
2021-10-27,58482.38671875,4551.68,1797.9000244140625
2021-10-28,60622.13671875,4596.42,1801.5999755859373
2021-10-29,62227.96484375,4605.38,1783.0
2021-10-30,61888.83203125,4605.38,1783.0
2021-10-31,61318.95703125,4605.38,1783.0
2021-11-01,61004.40625,4613.67,1795.0999755859375
2021-11-02,63226.40234375,4630.65,1788.699951171875
2021-11-03,62970.046875,4660.57,1763.5999755859375
2021-11-04,61452.23046875,4680.06,1793.0
2021-11-05,61125.67578125,4697.53,1816.4000244140625
2021-11-06,61527.48046875,4697.53,1816.4000244140625
2021-11-07,63326.98828125,4697.53,1816.4000244140625
2021-11-08,67566.828125,4701.7,1827.4000244140625
2021-11-09,66971.828125,4685.25,1830.199951171875
2021-11-10,64995.23046875,4646.71,1847.5999755859373
2021-11-11,64949.9609375,4649.27,1863.199951171875
2021-11-12,64155.94140625,4682.85,1867.9000244140625
2021-11-13,64469.52734375,4682.85,1867.9000244140625
2021-11-14,65466.83984375,4682.85,1867.9000244140625
2021-11-15,63557.87109375,4682.8,1866.0999755859373
2021-11-16,60161.24609375,4700.9,1853.5999755859373
2021-11-17,60368.01171875,4688.67,1869.699951171875
2021-11-18,56942.13671875,4704.54,1861.0
2021-11-19,58119.578125,4697.96,1851.199951171875
2021-11-20,59697.1953125,4697.96,1851.199951171875
2021-11-21,58730.4765625,4697.96,1851.199951171875
2021-11-22,56289.2890625,4682.94,1806.0
2021-11-23,57569.07421875,4690.7,1783.5
2021-11-24,56280.42578125,4701.46,1784.0999755859375
2021-11-25,57274.6796875,4701.46,1784.0999755859375
2021-11-26,53569.765625,4594.62,1785.300048828125
2021-11-27,54815.078125,4594.62,1785.300048828125
2021-11-28,57248.45703125,4594.62,1785.300048828125
2021-11-29,57806.56640625,4655.27,1782.300048828125
2021-11-30,57005.42578125,4567.0,1773.5999755859375
2021-12-01,57229.828125,4513.04,1781.5999755859375
2021-12-02,56477.81640625,4577.1,1760.699951171875
2021-12-03,53598.24609375,4538.43,1782.0
2021-12-04,49200.703125,4538.43,1782.0
2021-12-05,49368.84765625,4538.43,1782.0
2021-12-06,50582.625,4591.67,1777.5
2021-12-07,50700.0859375,4686.75,1782.5999755859375
2021-12-08,50504.796875,4701.21,1783.4000244140625
2021-12-09,47672.12109375,4667.45,1774.5999755859375
2021-12-10,47243.3046875,4712.02,1782.9000244140625
2021-12-11,49362.5078125,4712.02,1782.9000244140625
2021-12-12,50098.3359375,4712.02,1782.9000244140625
2021-12-13,46737.48046875,4668.97,1786.300048828125
2021-12-14,46612.6328125,4634.09,1770.4000244140625
2021-12-15,48896.72265625,4709.85,1762.5999755859375
2021-12-16,47665.42578125,4668.67,1796.5999755859375
2021-12-17,46202.14453125,4620.64,1803.800048828125
2021-12-18,46848.77734375,4620.64,1803.800048828125
2021-12-19,46707.015625,4620.64,1803.800048828125
2021-12-20,46880.27734375,4568.02,1793.699951171875
2021-12-21,48936.61328125,4649.23,1787.9000244140625
2021-12-22,48628.51171875,4696.56,1801.5999755859373
2021-12-23,50784.5390625,4725.79,1811.199951171875
2021-12-24,50822.1953125,4725.79,1811.199951171875
2021-12-25,50429.859375,4725.79,1811.199951171875
2021-12-26,50809.515625,4725.79,1811.199951171875
2021-12-27,50640.41796875,4791.19,1808.0999755859373
2021-12-28,47588.85546875,4786.35,1810.199951171875
2021-12-29,46444.7109375,4793.06,1805.0999755859373
2021-12-30,47178.125,4778.73,1812.699951171875
2021-12-31,46306.4453125,4766.18,1827.5
2022-01-01,47686.8125,4766.18,1827.5
2022-01-02,47345.21875,4766.18,1827.5
2022-01-03,46458.1171875,4796.56,1799.4000244140625
2022-01-04,45897.57421875,4793.54,1814.0
2022-01-05,43569.00390625,4700.58,1824.5999755859373
2022-01-06,43160.9296875,4696.05,1788.699951171875
2022-01-07,41557.90234375,4677.03,1797.0
2022-01-08,41733.94140625,4677.03,1797.0
2022-01-09,41911.6015625,4677.03,1797.0
2022-01-10,41821.26171875,4670.29,1798.4000244140625
2022-01-11,42735.85546875,4713.07,1818.5999755859373
2022-01-12,43949.1015625,4726.35,1827.199951171875
2022-01-13,42591.5703125,4659.03,1821.199951171875
2022-01-14,43099.69921875,4662.85,1816.5
2022-01-15,43177.3984375,4662.85,1816.5
2022-01-16,43113.87890625,4662.85,1816.5
2022-01-17,42250.55078125,4662.85,1816.5
2022-01-18,42375.6328125,4577.11,1812.300048828125
2022-01-19,41744.328125,4532.76,1843.0999755859373
2022-01-20,40680.41796875,4482.73,1842.5
2022-01-21,36457.31640625,4397.94,1831.800048828125
2022-01-22,35030.25,4397.94,1831.800048828125
2022-01-23,36276.8046875,4397.94,1831.800048828125
2022-01-24,36654.328125,4410.13,1841.699951171875
2022-01-25,36954.00390625,4356.45,1852.699951171875
2022-01-26,36852.12109375,4349.93,1829.9000244140625
2022-01-27,37138.234375,4326.51,1793.300048828125
2022-01-28,37784.33203125,4431.85,1784.9000244140625
