mse,rmse,mae,qlike,var_1_hit_rate,var_1_exceptions,var_5_hit_rate,var_5_exceptions,target,freq,exog,window_id,regime,n_train,n_forecast,estimator,seasonality,global_trend_option,damped_factor,level_sm_input,use_regressors
1.6129719472773465,1.2700283253838658,0.7180468534301492,1.0218625753727664,0.05,3,0.1,6,SPY,daily,with_exog,d_COVID_3,COVID,4179,60,stan-map,,linear,0.9,,True
18.70317422564865,4.324716664204564,2.6256466652755264,3.709632715270763,0.18333333333333332,11,0.23333333333333334,14,SPY,daily,with_exog,d_ENERGY_22_1,ENERGY_22,4514,60,stan-map,,linear,0.9,,True
13.904695822990771,3.7289000821945835,1.9117474609336655,3.4717439615343855,0.08333333333333333,5,0.15,9,SPY,daily,with_exog,d_ENERGY_22_2,ENERGY_22,4604,60,stan-map,,linear,0.9,,True
3.478449437174637,1.8650601698536797,1.08804686980194,2.260233275315636,0.11666666666666667,7,0.18333333333333332,11,SPY,daily,with_exog,d_ENERGY_22_3,ENERGY_22,4692,60,stan-map,,linear,0.9,,True
0.3672297633851271,0.6059948542563106,0.37512327397227047,1.8153555371316936,0.1,6,0.15,9,SPY,daily,with_exog,d_ENERGY_22_4,ENERGY_22,4809,60,stan-map,,linear,0.9,,True
0.2630098314737208,0.5128448415200457,0.2006530212696304,0.6092415122396664,0.03333333333333333,2,0.05,3,SPY,daily,with_exog,d_CALM_17_19_1,CALM_17_19,3282,60,stan-map,,linear,0.9,,True
0.06469590988256817,0.25435390675703834,0.13511995906255986,2.2373379870033743,0.13333333333333333,8,0.15,9,SPY,daily,with_exog,d_CALM_17_19_2,CALM_17_19,3431,60,stan-map,,linear,0.9,,True
8.010011915706006,2.830196444720049,1.477691957687138,5.256486580964378,0.21666666666666667,13,0.23333333333333334,14,SPY,daily,with_exog,d_CALM_17_19_3,CALM_17_19,3668,60,stan-map,,linear,0.9,,True
2.370281482755105,1.5395718504685336,0.6214926015052259,1.9789922550112578,0.05,3,0.1,6,SPY,daily,with_exog,d_CALM_17_19_4,CALM_17_19,3740,60,stan-map,,linear,0.9,,True
89.84676820287625,9.478753515250634,3.1328811577611173,3.6930735423495444,0.16666666666666666,10,0.2,12,SPY,daily,with_exog,d_CALM_17_19_5,CALM_17_19,3977,60,stan-map,,linear,0.9,,True
