target,freq,exog,regime,mse_mean,mse_median,rmse_mean,rmse_median,mae_mean,mae_median,qlike_mean,qlike_median,var_1_hit_rate_mean,var_1_hit_rate_median,var_5_hit_rate_mean,var_5_hit_rate_median
SPY,daily,no_exog,CALM_17_19,23.84676510739548,2.7139875274935443,3.1108863276623446,1.6474184433511554,1.2180909337815982,0.6686343286388536,38.394151510557485,2.4536487707071144,0.13999999999999999,0.13333333333333333,0.18333333333333332,0.18333333333333332
SPY,daily,no_exog,COVID,539.0289615836779,3.786230927281194,14.590590237202948,1.9458239712988412,12.878494473837987,1.499975609878735,2.0823698959212664,1.1242793413383807,0.016666666666666666,0.016666666666666666,0.02777777777777778,0.03333333333333333
SPY,daily,no_exog,ENERGY_22,18.30217371079236,17.37215293120421,4.0045362893692875,4.151708722516217,2.856127915322377,2.299289224655788,3.1869691584854394,2.818389955833397,0.06666666666666667,0.049999999999999996,0.12083333333333333,0.11666666666666667
SPY,daily,no_exog,GFC,129.0724970092361,13.218157315837049,8.1364320252278,3.6356783845435294,4.360154480375216,1.8889115338220608,3.4511798327707104,3.681893914196203,0.11000000000000001,0.1,0.18,0.16666666666666666
SPY,daily,no_exog,OIL_CRASH,1.5457048751973104,0.8159961121404623,1.1515210056466623,0.9033250312819092,0.806782752159499,0.6126552206607176,5.727789361419284,1.279016268728864,0.06333333333333332,0.03333333333333333,0.10666666666666666,0.08333333333333333
SPY,daily,with_exog,CALM_17_19,20.11095346853873,2.370281482755105,2.92314411174326,1.5395718504685336,1.1135677394571342,0.6214926015052259,2.755026375513644,2.2373379870033743,0.12,0.13333333333333333,0.14666666666666667,0.15
SPY,daily,with_exog,COVID,185.5361516374899,4.037675743365222,8.917305206997328,2.0093968605940495,4.0075527922218255,0.9537594084971622,1.7739723981567135,1.1844682629803576,0.05000000000000001,0.05,0.08888888888888889,0.08333333333333333
SPY,daily,with_exog,ENERGY_22,9.113387312299796,8.691572630082703,2.6311679426272843,2.7969801260241316,1.5001410674958506,1.4998971653678028,2.8142413723131194,2.8659886184250105,0.12083333333333333,0.10833333333333334,0.17916666666666667,0.16666666666666666
SPY,daily,with_exog,GFC,94.64059525713462,12.000692692850144,7.27536187735212,3.4642015952958256,4.464900060581266,1.7769884742733724,3.0640536747635982,3.2340672421564807,0.09333333333333334,0.1,0.13666666666666666,0.15
SPY,daily,with_exog,OIL_CRASH,1.1071681309982615,0.7359131015437974,1.0028163381298163,0.8578537763184337,0.5847581205529312,0.47887186624324196,1.2153179690154705,1.0850490235840327,0.09333333333333334,0.1,0.16666666666666666,0.16666666666666666
