date,ret_pct,realized_var,pred_var,pred_vol,VaR_1,VaR_5
2015-02-13,2.0370142459869385,4.1494269371032715,2.488220453262329,1.5774094120621727,-3.669603032242848,-2.5946075926178542
2015-02-20,0.6935858726501465,0.4810613691806793,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-02-27,-0.27496108412742615,0.07560359686613083,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-03-06,-1.5113956928253174,2.2843170166015625,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-03-13,-0.8081111907958984,0.6530436873435974,3.3430585861206055,1.828403288697711,-4.2535021035512015,-3.00745578094443
2015-03-20,2.2007639408111572,4.843361854553223,3.601112127304077,1.897659644747729,-4.4146164802119765,-3.121372349382744
2015-03-27,-1.7990751266479492,3.236671209335327,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-04-03,0.3396424353122711,0.11535698175430298,4.468470096588135,2.1138756104814056,-4.917610032430202,-3.4770159648245973
2015-04-10,1.7288165092468262,2.9888064861297607,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-04-17,-1.0000587701797485,1.000117540359497,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-04-24,1.7636594772338867,3.11049485206604,4.468470096588135,2.1138756104814056,-4.917610032430202,-3.4770159648245973
2015-05-01,-0.4403795003890991,0.1939340978860855,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-05-08,0.4262254536151886,0.18166813254356384,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-05-15,0.3866901397705078,0.14952926337718964,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-05-22,0.25862738490104675,0.06688812375068665,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-05-29,-0.872445821762085,0.7611616849899292,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-06-05,-0.6509644389152527,0.4237546920776367,3.468729019165039,1.8624524206446293,-4.332712229268851,-3.0634616191218673
2015-06-12,0.11436595022678375,0.013079570606350899,2.5813827514648438,1.6066682144938462,-3.7376691850767525,-2.642734039917849
2015-06-19,0.3801909387111664,0.14454515278339386,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-06-26,0.014530323445796967,0.00021113030379638076,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-07-03,-1.2034673690795898,1.448333740234375,2.3112645149230957,1.5202843533112795,-3.5367102732632496,-2.5006452325416317
2015-07-10,0.0819367915391922,0.006713637616485357,3.5256035327911377,1.8776590565891182,-4.368088154469626,-3.0884743094088907
2015-07-17,2.381340265274048,5.67078161239624,2.3681390285491943,1.538875897708842,-3.5799606730476548,-2.5312256017745915
2015-07-24,-2.130981922149658,4.541083812713623,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
2015-07-31,1.194703221321106,1.4273158311843872,4.494685649871826,2.120067369182363,-4.932014217120749,-3.487200501581076
2015-08-07,-1.2187882661819458,1.4854447841644287,2.1648828983306885,1.4713541036510174,-3.4228814909898113,-2.420162133920308
