date,ret,realized_variance,pred_variance,pred_volatility,std_resid,var_1,var_5
0,-0.0043949368803533,0.19315470182289599,1.045076370372103,1.0222897683006043,-0.4299110698974509,-2.3782016291398143,-1.6815170331846296
1,0.0046615963680265,0.2173048069839786,0.9847282117139776,0.9923347276569422,0.4697604788087241,-2.3085157840216244,-1.6322453759364235
2,-0.0017456011815051,0.030471234848720014,0.8941437076001518,0.9455917235256196,-0.18460410958300918,-2.1997752957344394,-1.5553599760564099
3,-0.0013110686369763,0.01718900970862893,0.8104894845918951,0.9002718948139473,-0.1456302973055989,-2.094345608559146,-1.480815491427196
4,0.0034439715044909,0.11860939723745315,0.7287660883888745,0.8536779769848081,0.4034274746848938,-1.985951946874094,-1.4041753166920576
5,-0.0067051033367473,0.44958410756459777,0.6423838521437684,0.8014885227773186,-0.8365813291390338,-1.864541121031149,-1.3183313036502506
6,0.0120659645072622,1.4558749949051113,0.6998263382102241,0.8365562373267108,1.4423375224384258,-1.9461208242205987,-1.3760125611157175
7,0.0095870075309614,0.919107133987106,0.6778324944969107,0.8233058329059201,1.1644527644269607,-1.915295774066111,-1.354217585345606
8,-0.0014561814003143999,0.021204642706216068,0.6711982879090184,0.8192669210391802,-0.1777419987209224,-1.9058998600314823,-1.3475741665126615
9,0.0004061211187451001,0.0016493436309077166,0.5937275706776336,0.7705371961674748,0.05270623154405519,-1.7925375681735953,-1.2674209018170894
10,-0.011286232005452302,1.2737903288089587,0.510089336448373,0.7142053881401155,-1.580250190332942,-1.6614901863282712,-1.1747633230705534
11,-0.0072713634757093,0.5287272679587923,0.8467039501121119,0.9201651754506426,-0.7902237195781959,-2.1406242996760194,-1.5135370262344279
12,0.0086228593594723,0.7435370353323902,0.9080917086500848,0.9529384600539978,0.9048705368638064,-2.2168663606383707,-1.5674442822813697
13,0.0128674344519907,1.655708693762772,0.833668410565632,0.9130544400886685,1.4092735205078373,-2.1240822555838244,-1.5018409073839927
14,0.00038084248781260004,0.001450410005232904,0.7934486224411263,0.8907573308377127,0.042754909179858976,-2.072211422880607,-1.4651654263620248
15,-0.0055605591777219,0.3091981836894725,0.7150266395154463,0.8455924783933726,-0.6575932638718562,-1.967142264415348,-1.3908758550082239
16,0.0094560616607779,0.8941710213243368,0.7589455929259147,0.8711748348786911,1.0854378802269504,-2.0266557250379234,-1.4329550868590655
17,0.0143576291014762,2.0614151341555624,0.716967514891849,0.8467393429455424,1.6956374144055335,-1.969810270328101,-1.3927622793264824
18,-0.0019180152529161,0.03678782510418811,0.7399137971274942,0.8601824208430989,-0.22297773198342943,-2.001083546015647,-1.4148741747636695
19,0.0021749942191053,0.04730599853141473,0.674223321619697,0.8211110288016457,0.2648843022215342,-1.9101898962041959,-1.350607453854242
20,-0.0034635739073419994,0.11996344211620327,0.6032364823061923,0.7766829998823152,-0.4459443438142471,-1.8068348455798864,-1.2775298493479765
21,0.0060301813930241,0.36363087632774077,0.5678508713404902,0.7535588041689183,0.8002270505849428,-1.7530399220431214,-1.23949393215846
22,0.0017926252015332,0.03213505113171946,0.5397289213781686,0.7346624540414248,0.24400664436733563,-1.7090804380968956,-1.2084122021151074
23,0.0090310430470958,0.8155973851849739,0.4664423104864882,0.6829658194130129,1.3223272366481957,-1.5888160820340234,-1.123378805145379
24,0.0065713401003888,0.4318251071497788,0.490995911708728,0.700711004415321,0.9378103182312628,-1.6300975554386041,-1.1525670370573502
25,0.0011901437020469,0.014164420315219006,0.4588793291752084,0.6774063250186024,0.17569125915885378,-1.5758827640688446,-1.1142342506267164
26,0.0123214176348565,1.5181733253255274,0.3941441714608,0.6278090246729494,1.9626060076589715,-1.4605021898515695,-1.0326539512661677
27,-0.0034120565593997996,0.11642129964543199,0.5083493559333979,0.7129862242241416,-0.47855855323330215,-1.658653986944238,-1.1727579768815153
28,-0.005201695366753,0.27057634688499627,0.48273677660083886,0.6947926140949102,-0.7486687770176031,-1.6163293206989726,-1.142832151273108
29,-0.0051369235275036,0.2638798332742002,0.5000643130032116,0.7071522558849768,-0.726423975141664,-1.6450821471012003,-1.16316195289932
30,0.0036033780749473,0.1298433355101091,0.5576010383970497,0.7467268834031956,0.48255636097162635,-1.7371464976941668,-1.2282564225079158
31,-0.0075889826112511,0.5759265707387157,0.516847021833206,0.7189207340404128,-1.0556076980281528,-1.672459721238795,-1.1825193768769882
32,-0.0040940420473045,0.16761180285097219,0.6668810128211808,0.8166278300555161,-0.5013351121068429,-1.8997604163322348,-1.3432332481363267
33,0.0109036703318388,1.1889002670542164,0.6646994032283098,0.8152909929763175,1.3373961476053653,-1.8966504682351022,-1.3410343468179635
34,0.0005043361500032,0.0025435495220005027,0.6419110162470212,0.801193494885612,0.06294810844354211,-1.8638547835224946,-1.317846025952525
35,0.0039335402075977,0.15472738564787752,0.5845094507481232,0.7645321777061599,0.5145028976281382,-1.7785678062425394,-1.2575435254210852
36,0.0117316503132753,1.3763161907297243,0.5413106890374146,0.7357381932708228,1.5945414307120138,-1.7115829817662278,-1.2101816356882367
37,0.001149818398618,0.013220823498004622,0.5716189168878508,0.756054837222705,0.15208134939546816,-1.7588465632313335,-1.2435995411799716
38,-0.0014882268761313,0.02214819234839528,0.5146843394271311,0.7174150398668341,-0.2074429435445824,-1.6689569527991346,-1.1800427303544976
39,-0.0078615940557451,0.618046610973267,0.467549983938701,0.6837762674579317,-1.1497319269316075,-1.590701466120341,-1.1247118735515194
40,-0.0025277648307540004,0.06389595039596799,0.6075623227938283,0.77946284247155,-0.3242957448412639,-1.813301726477521,-1.2821022835132334
41,0.0025277648307540004,0.06389595039596799,0.5828727743135469,0.7634610496374696,0.3310928346579452,-1.7760759897371163,-1.2557816765323704
42,0.0063482984529484995,0.40300893247708314,0.5312549745215064,0.7288723993412746,0.8709752843825388,-1.6956107566546208,-1.1988884096413177
43,0.0080138788396224,0.6422225405614765,0.4996966794799893,0.7068922686520127,1.1336775340469105,-1.6444773263545167,-1.1627343119562181
44,0.0079055392798395,0.6249755130508523,0.5034343159081976,0.7095310535192929,1.1141921471411032,-1.650616057920565,-1.1670747268159085
45,-0.0006230257782817,0.0038816112040351795,0.519503626482055,0.7207659998099626,-0.0864393962043114,-1.6767524513388274,-1.1855545689707216
46,0.0034662809781842,0.12015103819721612,0.4615868886300333,0.6794018609262366,0.5101959793661115,-1.5805250747851414,-1.1175166151021003
47,0.0074030742260937,0.5480550799705284,0.41634372251639545,0.6452470244149875,1.1473240396274107,-1.5010690434789846,-1.0613369083886377
48,0.0022213065959695,0.049342029932976074,0.42657360460569355,0.6531260250561859,0.3401038254107865,-1.519398339870203,-1.0742967111700659
49,-0.0066566970111772,0.44311615098615476,0.37929076312145177,0.6158658645528682,-1.0808679932293546,-1.4327182446968894,-1.0130092010253897
50,0.0,0.0,0.5213780044815607,0.722065097121832,0.0,-1.679774603608467,-1.1876913938959128
51,0.004457511752693,0.1986941102539622,0.46852274026298135,0.6844872097146749,0.6512191447011978,-1.592355365127881,-1.1258812695010765
52,0.0027261487439353,0.07431886974060013,0.4377215607932751,0.6616052907839198,0.4120506262435044,-1.5391240616693442,-1.0882438621562145
53,0.0001535818068925,0.0002358737140836516,0.3949219025938472,0.628428120467128,0.024439041139396878,-1.4619424220361847,-1.0336722732286527
54,-0.0066518739680621,0.4424742728698222,0.3484311033669415,0.5902805293815319,-1.126900454438438,-1.3731978546144288,-0.9709250696720482
55,0.0097427004543773,0.9492021214372365,0.46414607840807476,0.6812826714426801,1.4300525850373116,-1.5849004943315435,-1.120610273101681
56,0.0019022098824406,0.03618402436854681,0.4537753735124303,0.6736285129894891,0.2823826256995569,-1.567094259086391,-1.1080203028086886
57,-0.0028657825143260994,0.0821270941941722,0.40819687281068784,0.6389028664912123,-0.4485474497969742,-1.4863103251804308,-1.0509016972177632
58,-0.0140082255296913,1.962303824906951,0.3933283864470647,0.6271589802012443,-2.2336004062632266,-1.4589899602767864,-1.0315847232592037
59,-0.0028699904514253,0.08236845191272398,0.9026297805144812,0.9500683030785109,-0.3020825389212182,-2.2101893770602827,-1.5627232941703197
