date,ret,realized_variance,pred_variance,pred_volatility,std_resid,var_1,var_5
0,0.008071076046126,0.651422685423489,0.27568974808657615,0.5250616612233044,1.5371672780910655,-1.2214760793271864,-0.8636495778363178
1,-0.0009139578129042001,0.008353188837686288,0.2568360446207459,0.5067899413176488,-0.18034253215995544,-1.1789697025695947,-0.8335952730788586
2,-0.0033274525204038,0.11071940275541603,0.24427566581187965,0.4942425172037303,-0.6732428725941035,-1.1497800291574916,-0.8129565970161815
3,-0.0009282029445650999,0.008615607062993219,0.2688577509806366,0.5185149476925777,-0.17901180066180505,-1.2062461462230258,-0.8528811923406896
4,-0.0029969734419976,0.08981849812038943,0.2536811120996146,0.5036676603670466,-0.5950299528489804,-1.171706190918003,-0.8284595779328991
5,0.0027907198852465,0.07788117477910238,0.26926885728152233,0.5189112229288574,0.5378029539417202,-1.20716802027648,-0.8535330071003554
6,0.00010289664664939999,0.00010587719891691479,0.25108170714762207,0.5010805395818342,0.020534951673691047,-1.1656876479794374,-0.824204142925981
7,0.0034683860840027,0.12029702027703587,0.23652817826123138,0.4863416271112636,0.7131583830493734,-1.1313998102878515,-0.7999607892914428
8,-0.0005828836452002,0.0033975334384187266,0.22548560259492156,0.4748532432182827,-0.12275027148382714,-1.1046738328422503,-0.7810640793772622
9,0.0005485091579178,0.003008622963196941,0.21743971039601828,0.4663043109344136,0.1176290128690122,-1.0847860423983522,-0.7670023371035776
10,-0.0078465169604964,0.6156782841135767,0.20986872750803048,0.45811431707383965,-1.7127857977928433,-1.0657332675923985,-0.7535309959973022
11,-0.0056125057388118,0.31500220668195394,0.4149365077551837,0.6441556549120591,-0.871296509781945,-1.498530138356054,-1.0595417653034016
12,0.0,0.0,0.4703065834159482,0.6857890225251118,0.0,-1.59538383459184,-1.1280225610239354
13,-0.0014604580350985,0.021329376722837714,0.4072798911515902,0.6381848408976746,-0.228845616740788,-1.4846399478673975,-1.0497206502159886
14,-0.032175154278331,10.352405528344018,0.3660659432808879,0.6050338364760172,-5.317909898351013,-1.4075191792087562,-0.9951921003559412
15,-0.0222728793502238,4.960811545496258,4.055622058483551,2.0138575069958526,-1.1059808984921229,-4.6849331300209895,-3.3125008245455794
16,0.0137924608424784,1.9023197609129998,4.964241210493776,2.228057721535458,0.6190351672295714,-5.183237343734292,-3.6648288243248324
17,-0.005632527009989699,0.31725360518263507,3.859853467454412,1.9646509785339512,-0.28669351816335165,-4.570461627144715,-3.2315632877353297
18,0.0216299645737301,4.678553674608191,3.127444399926943,1.7684581985240542,1.2230973054258423,-4.114048970466529,-2.9088548819543583
