date,ret,ret_lag1,ret_sq_lag1,neg_ret_sq_lag1,RV_5_lag1,RV_10_lag1,RV_22_lag1,logvol_lag1,logvol_z22_lag1,absret_logvol_lag1
2013-04-03,-0.028597288998621906,0.0012354860550498614,1.5264257922226692e-06,0.0,0.0068695388206723215,0.009969017372245812,0.008432904288528881,12.25427692381627,0.08563310059438811,0.015139988254094315
2013-04-04,-0.012679247350333434,-0.028597288998621906,0.0008178049380707015,0.0008178049380707015,0.014095355225867096,0.012882667837462046,0.010106863913777903,12.618960139453977,1.5748614864597745,0.36086804997005556
2013-04-05,-0.006022874635342568,-0.012679247350333434,0.0001607633133709374,0.0001607633133709374,0.013991731351316665,0.013494581114810762,0.010441705086624535,12.780776885244194,1.9621641484400385,0.16205063145743523
2013-04-08,0.007094554864900182,-0.006022874635342568,3.627501887305287e-05,3.627501887305287e-05,0.011872407256265843,0.013520570417866754,0.010465949649767065,12.496037111339485,0.8264001179726039,0.07526206496018599
2013-04-09,0.008957154669824163,0.007094554864900182,5.033270873107884e-05,0.0,0.013811046703595477,0.012960043712508966,0.010476585533677148,12.264893288213095,-0.01124197998768394,0.0870139583453738
2013-04-10,0.004660064035201472,0.008957154669824163,8.023061977915281e-05,0.0,0.015412031255228768,0.012705820911797968,0.010328967039073694,12.366148593376808,0.36855023477581644,0.11076550562090458
2013-04-11,-0.012011807928642426,0.004660064035201472,2.171619681217823e-05,0.0,0.00933421284400016,0.011502893802271137,0.010334921164696302,12.423427474473653,0.5583092429230401,0.05789396756772853
2013-04-12,-0.024027142686526837,-0.012011807928642426,0.00014428352971459704,0.00014428352971459704,0.009102262227864668,0.01181471514816871,0.01071840753709505,12.312408185697077,0.12286376740266591,0.14789428226563806
2013-04-15,-0.028668650393727013,-0.024027142686526837,0.0005773035856787201,0.0005773035856787201,0.014377779465902286,0.01289086214453862,0.011883406823135136,12.6933634861625,1.4749154605321997,0.3049852556539761
2013-04-16,0.00011274458912069463,-0.028668650393727013,0.0008218915153977441,0.0008218915153977441,0.016758430822956454,0.014533684829686398,0.013301258479280953,12.800845957981839,1.6834995604815883,0.36698297751333486
2013-04-17,-0.023262176612287355,0.00011274458912069463,1.2711342375994253e-08,0.0,0.014549670711988833,0.014449872816007405,0.013207653258874033,12.568665046732944,0.8214099098244872,0.001417048976489542
2013-04-18,0.012040774215789973,-0.023262176612287355,0.0005411288607412488,0.0005411288607412488,0.011628075423681414,0.013731394564996183,0.013851828276510249,12.592266585092935,0.8224905419500536,0.29292352925143644
2013-04-19,0.0031865142536418034,0.012040774215789973,0.00014498024371563265,0.0,0.017826352166535067,0.015072047631202857,0.014179489889662639,12.337977716410112,-0.10432927366012357,0.14855880396274213
2013-04-22,0.008485653473575994,0.0031865142536418034,1.015387308866238e-05,0.0,0.017680426776131197,0.015356816343245181,0.01388127175154083,11.519424301710059,-3.088035881891656,0.03670680973114688
2013-04-23,0.004720680489467277,0.008485653473575994,7.200631487361233e-05,0.0,0.013858377385859301,0.015486233915078447,0.013875513676670895,12.383088485200597,0.04251171865061079,0.10507859781804134
2013-04-24,0.024916852892792107,0.004720680489467277,2.2284824283637012e-05,0.0,0.014010757887499977,0.015113861345559977,0.013927296229496205,12.573493148598692,0.6795592919133935,0.059355443791040324
2013-04-25,0.023883980590501785,0.024916852892792107,0.0006208495580810425,0.0,0.00867496643446248,0.017750820839987594,0.014707188765781988,12.459691084206161,0.23166261366814525,0.31045628983479834
2013-04-26,-0.006858142951388757,0.023883980590501785,0.0005704445288474661,0.0,0.010555755212854137,0.019381729712469927,0.015425943696107147,12.50662528574027,0.40254219097483757,0.29870799557729943
