Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,91.6170425415039,93.3887515721733,90.63275974668758,93.3887515721733,8164300
2000-01-04,88.03428649902344,90.75090804125628,87.96538667730015,90.41625176431455,8089800
2000-01-05,88.19174194335938,89.15633912086487,86.45940415518625,88.15237062999181,12177900
2000-01-06,86.77436828613281,89.13664691461193,86.77436828613283,87.95550760037237,6227200
2000-01-07,91.81391906738281,91.81391906738281,88.23112891509643,88.38861419651562,8066500
2000-01-10,92.12889099121094,92.5422898610433,91.36115023295085,92.12889099121094,5741700
2000-01-11,91.02648162841797,92.03045017579022,90.39654057908635,91.85327925566571,7503700
2000-01-12,90.12090301513672,91.08549983639966,90.00278911865556,91.08549983639966,6907700
2000-01-13,91.34144592285156,91.81390167762494,90.2587348181626,91.00678976322043,5158300
2000-01-14,92.58164978027344,92.8966203089752,91.95170872286992,92.3060505676594,7437300
2000-01-18,91.8532943725586,92.36512155937524,91.4595811519304,91.55800945708744,6488500
2000-01-19,92.60133361816406,92.60133361816406,91.34145152812101,91.53830810469024,6157900
2000-01-20,91.18396759033203,92.58164930425984,90.59339785205269,92.58164930425984,5800100
2000-01-21,90.98713684082031,91.65644940087826,90.75090887844691,91.65644940087826,6244800
2000-01-24,88.40825653076172,91.87293102406255,87.81768701485817,91.75481712088184,7896900
2000-01-25,89.41223907470703,89.41223907470703,87.56178762754224,88.51654183166451,9942500
2000-01-26,88.70357513427734,89.16618809824884,88.25080499932653,88.82168908252538,5158100
2000-01-27,88.3492660522461,89.5894629687549,87.01064080903025,89.35323498465799,10922700
2000-01-28,85.5932388305664,88.23111693620024,85.37669659801436,87.83740378610563,11916200
2000-01-31,87.91613006591797,87.98502985437088,85.04202460473927,85.5538516046752,10768700
2000-02-01,88.78231048583984,89.2547662400882,87.26651494095964,88.03425554161325,8419900
2000-02-02,88.86102294921875,89.60907763953118,88.42793865482734,88.9988224974342,6205900
2000-02-03,90.19966888427734,90.23904019326218,88.19173212605031,88.74293045183812,7997500
2000-02-04,89.82565307617188,90.71150764299803,89.53036822056316,90.19968055994292,4925400
2000-02-07,89.6878662109375,89.94377978880014,89.09729641586988,89.80598016995103,5845800
2000-02-08,90.90837097167969,91.06585623971205,90.4752864845907,90.69182872813519,4936400
2000-02-09,88.9989013671875,91.00683942059452,88.98905853359236,91.00683942059452,8511500
2000-02-10,89.17604064941406,89.80598177541434,88.74295612528887,89.21541196978909,6690600
2000-02-11,87.3649673461914,89.41227617990116,86.95156844707694,89.35321919431338,9849800
2000-02-14,87.87678527832031,88.05395621638144,87.12873020650666,88.05395621638144,8528800
2000-02-15,88.87089538574219,88.9594808391115,86.80390147379116,87.7192844919409,11078300
2000-02-16,87.5617904663086,88.78230103485876,87.43383371315414,88.42795925689258,8845400
2000-02-17,87.10903930664062,88.4673497500662,87.06966798943988,88.4673497500662,7584200
2000-02-18,85.2389144897461,87.48307990587335,84.80582993575662,87.48307990587335,9409200
2000-02-22,85.02230834960938,85.8884768069798,84.11676859872213,85.1601078769183,16415400
2000-02-23,86.0263442993164,86.59722850633703,84.72709058678669,85.43577442998472,12119000
2000-02-24,84.29399871826172,86.32162176076078,83.84122852430562,86.10507949408613,17375000
2000-02-25,83.98887634277344,86.12477065501788,83.8609195406574,85.16017322368168,10559900
2000-02-28,85.75072479248047,86.10506663046593,83.60498810690187,84.0183869178849,13397800
2000-02-29,86.57746887207031,86.57746887207031,85.51444401552375,85.71130047043978,8242500
2000-03-01,87.20751953125,87.56186159706547,86.43977838864984,86.69569210284989,6868000
2000-03-02,87.26653289794922,87.64056044702683,86.518477799794,87.36496120033806,7600200
2000-03-03,88.90044403076172,89.27447158536413,88.01458929617706,88.46735949385366,12770300
2000-03-06,88.03428649902344,89.03825532984862,87.40434527183902,88.7035990529069,11967100
2000-03-07,86.3314208984375,88.2901431374968,85.1798103357745,88.19171488427774,20062000
2000-03-08,86.22322082519531,86.8334764977024,85.06176648074634,85.96730715607944,11808500
2000-03-09,88.742919921875,88.742919921875,85.75070079407442,86.4593842717114,5500900
2000-03-10,88.2704849243164,89.45162433008335,87.89645744582353,88.30985623784197,7924600
2000-03-13,87.30590057373047,88.48704015308195,85.47513422573567,86.10507533472313,10540500
2000-03-14,86.06571197509766,88.25082039898508,85.77042705295071,87.73899320059704,8263900
2000-03-15,88.07364654541016,88.46735976197434,85.71136724602499,86.22319442755844,10300800
2000-03-16,92.18793487548828,92.50290539823177,88.74294478298124,89.2154005670965,25601400
2000-03-17,92.79718017578125,93.46819338845172,91.84986740495235,92.08669559765957,10272900
2000-03-20,92.32351684570312,93.05373705162253,91.43541118985519,92.75770183300655,12502300
2000-03-21,94.21817016601562,94.57341253362942,91.25781710256729,91.90909477652592,13612600
2000-03-22,94.79051208496094,95.26416861005757,93.90240610040478,94.45500537968417,8260000
2000-03-23,96.40889739990234,96.92202561533684,94.19849893341534,94.19849893341534,11654500
2000-03-24,96.98117065429688,98.36266881176549,95.81676506443046,96.54698551909244,11462900
2000-03-27,95.95491790771484,97.11932353432019,95.87597515336871,96.86275958269528,8798600
2000-03-28,95.40234375,96.61608891769238,95.10630834324576,95.5207579127017,6334400
2000-03-29,95.50104522705078,96.30034101785375,94.51426030013354,95.71813791097257,6747500
2000-03-30,93.90241241455078,95.94505631638054,92.91562792091321,94.82998983857009,9491900
2000-03-31,94.96815490722656,96.19176787569042,93.74454193876272,94.49449827427281,9249100
2000-04-03,95.52078247070312,95.52078247070314,93.90245516438131,94.81029731183014,8508200
2000-04-04,94.81024932861328,96.62593270459838,89.29412428961507,95.83650514982226,19585500
2000-04-05,94.21817016601562,95.24442589467772,93.23138581153285,93.38927130825009,8387200
2000-04-06,95.0372085571289,95.79703256905903,94.09976334760474,94.8891908924672,6378500
2000-04-07,95.63916778564453,96.07335302940932,95.04709699869254,95.71811055723813,6023600
2000-04-10,95.2641830444336,96.69502068079602,94.92867628832103,95.83651809897857,9624200
2000-04-11,94.9878921508789,95.75758419199344,93.70507208235468,94.73132813717406,9006400
2000-04-12,92.38275146484375,95.46151865743414,92.30380871631579,94.9681264791344,10779200
2000-04-13,91.09993743896484,93.56689848313093,90.80390211366492,93.1327133393577,12225800
2000-04-14,85.88970947265625,90.19208922105678,84.31085451911478,90.07367509954116,29604000
2000-04-17,88.88954162597656,88.88954162597656,85.06081803018627,85.37658904839579,23918200
2000-04-18,91.23809051513672,91.23809051513672,88.27773715643663,88.77112938288664,11069200
2000-04-19,90.38947296142578,91.6525572997514,90.01449479848537,91.25784344402464,6553700
2000-04-20,90.82363891601562,90.90258167039721,89.91579724062737,90.66575340725245,8537600
2000-04-24,89.83686828613281,90.50788180145102,88.73166955502045,89.36321168708466,12893100
2000-04-25,93.56696319580078,93.56696319580078,91.21841465745437,91.33682886947184,14102000
2000-04-26,92.51107788085938,93.94191588541666,92.20517458333333,93.44852347005208,7711100
2000-04-27,92.20513153076172,93.05376608894296,90.3105055404036,90.3105055404036,15595300
2000-04-28,91.6327896118164,93.37939781354929,91.61305392592112,92.83666645142891,8743400
2000-05-01,92.87617492675781,93.77414899372923,92.10648286935374,92.56040382628436,7328300
2000-05-02,91.0210189819336,92.91564556958876,91.0210189819336,91.88938950127555,9411900
2000-05-03,88.88954162597656,90.94205324433837,88.27773527819564,90.94205324433837,12630700
2000-05-04,89.56058502197266,89.90595968876079,88.88957138364144,89.67899919344288,5963600
2000-05-05,90.6460189819336,90.9420543149902,89.00795680568703,89.08689956116879,7862400
2000-05-08,89.96512603759766,90.54732878370035,89.58028015458062,90.15261505752903,5064100
2000-05-09,89.24481964111328,90.56711130762248,88.58367380785869,90.3500186459568,5620300
2000-05-10,87.23172760009766,89.02767493304084,86.99489938036888,88.73163965837988,10293900
2000-05-11,89.22506713867188,89.3632169882562,87.86330433562645,88.49484650515477,7091100
2000-05-12,90.19208526611328,90.60653467324423,89.44212919606683,89.56054331238995,5960800
2000-05-15,91.75122833251953,91.95845308999243,89.67898075779065,90.15263734630012,4441300
2000-05-16,92.63935089111328,93.29062881599755,91.77098032460094,92.56040811233943,8192200
2000-05-17,91.67230224609375,92.32358017378398,91.23811696096693,92.0078090573281,5907200
2000-05-18,90.54734802246094,92.4025029296343,90.54734802246094,91.96831773859373,4325600
2000-05-19,89.12638092041016,90.45854006835694,88.67246002555422,90.03422271012204,6518400
2000-05-22,88.4553451538086,89.34345102884683,86.52124791483642,89.2053012260631,10839400
2000-05-23,87.1528091430664,88.92902128592782,86.87650947639908,88.69219300021297,7979200
2000-05-24,88.57381439208984,88.85011416960528,86.20553058481471,87.15284410772477,11081500
2000-05-25,87.05414581298828,89.56057893886666,86.97520303737006,88.8500939583027,8278900
2000-05-26,87.1528091430664,88.21853642878325,86.7284917978273,87.6659370954486,4814000
2000-05-30,89.99475860595703,90.27105830343146,88.08039641631277,88.41590319181742,5362700
2000-05-31,90.19208526611328,90.94204133615975,89.73816448687464,90.03419977768246,6056500
2000-06-01,91.77100372314453,91.84994652204617,90.31056194346439,90.74474733742335,8961600
2000-06-02,93.36955261230469,94.15898023954885,93.14259216947198,94.06030178614333,8962200
2000-06-05,92.9156494140625,93.6063987193922,92.75776385855858,93.1327420528804,6998100
2000-06-06,92.5011978149414,93.33009696327242,92.14595532279952,92.59987628498081,4858900
2000-06-07,93.1426010131836,93.46823994034061,92.2051556168225,92.5998694679219,4919500
2000-06-08,92.77748107910156,93.31034472282327,92.24461743537985,93.15245919875758,5723100
2000-06-09,92.58012390136719,93.44849428117111,91.96831749741443,93.15245892441978,3085300
2000-06-12,91.49462890625,92.81691970364403,91.49462890624999,92.81691970364403,3678900
2000-06-13,93.21170806884766,93.31038656563872,91.33681662981726,91.45523082596655,6558700
2000-06-14,93.36955261230469,94.02083040478112,92.9551031080015,93.62611659115903,6420500
2000-06-15,93.56696319580078,93.9419415338561,92.73806371167852,93.54722749379788,5881200
2000-06-16,92.79805755615234,93.88607571125537,92.34306814583651,93.88607571125537,5567900
2000-06-19,93.98503875732422,94.42024626156777,92.58050544817456,92.71898056316114,5106900
2000-06-20,93.64873504638672,94.24219978052098,93.05527031225245,93.80699230882252,6480000
2000-06-21,93.60916137695312,93.96524018185278,92.98602346837873,93.01569670212037,3115000
2000-06-22,92.18485260009766,93.49047497597887,91.78920945589124,93.4113463471376,7490500
2000-06-23,91.39356231689453,92.50136307225084,91.07704781536417,92.30354150879435,4863300
2000-06-26,92.57054901123047,92.58044008388902,91.71002568993792,92.02654001501104,5201300
2000-06-27,91.88811492919922,92.87722273252753,91.79909522689968,92.41234206496323,4159500
