date,ret,ret_lag1,SPY_ret_lag1,OIL_ret_lag1,DXY_ret_lag1,vix_log_lag1
2008-01-25,0.03316332761821972,-0.01722141509593289,-0.05945706859728528,-0.023137589209864196,0.005250653896645474,3.302481419950951
2008-02-01,-0.0019788790328512107,0.03316332761821972,0.007393830671121648,0.0015445655165935435,-0.005382304254573533,3.37005065004173
2008-02-08,0.010618032013746337,-0.0019788790328512107,0.047988005820878143,-0.019480774323126226,-0.006868396816918754,3.1788868357094424
2008-02-15,-0.017132020726479347,0.010618032013746337,-0.0477626946017784,0.03109859004023985,0.016040328922081848,3.3325615974434504
2008-02-22,0.04536639827460487,-0.017132020726479347,0.015435735045659982,0.03984083723562204,-0.007462228871850662,3.219675523334675
2008-02-29,0.02859122501557465,0.04536639827460487,0.003545992046523949,0.03407254201209842,-0.007650767430345873,3.180550688349624
2008-03-07,0.00010290245518707053,0.02859122501557465,-0.013361390494892156,0.030204128790927598,-0.02425901460579194,3.278653063400193
2008-03-14,0.026392112097107123,0.00010290245518707053,-0.031194503537703255,0.031984998370447215,-0.009268163863604073,3.313822293851151
2008-03-21,-0.08201490292409375,0.026392112097107123,-0.0007713343514348381,0.04699971173617623,-0.018937535936165872,3.439135216105632
2008-03-28,0.011890746835335086,-0.08201490292409375,0.018878118611500128,-0.07898471010662345,0.015096143070841173,3.281662844493389
2008-04-04,-0.023484418998314993,0.011890746835335086,0.0006138396817831904,0.036444854993450626,-0.014817133127452031,3.2468799856680213
2008-04-11,0.015933956869272237,-0.023484418998314993,0.04009443143213609,0.0057588131093782025,0.004732038685448359,3.111290648172203
2008-04-18,-0.012419773387183142,0.015933956869272237,-0.025975582459189184,0.036145691900198784,-0.002920103485510417,3.1552968042002925
2008-04-25,-0.027788827864358545,-0.012419773387183142,0.037523578011654735,0.05776858844743238,0.0027813198024340124,3.0022111979610187
2008-05-02,-0.035683286564538896,-0.027788827864358545,0.008055475280198898,0.015560827641420083,0.010773567781297011,2.97501923974552
2008-05-09,0.0326353503691692,-0.035683286564538896,0.013589185028930473,-0.01873668321996913,0.009706810510971664,2.9003221055356794
2008-05-16,0.016260520871780315,0.0326353503691692,-0.018616352854575524,0.07961937780280515,-0.00614122624579494,2.965788389319616
2008-05-23,0.029159115031374583,0.016260520871780315,0.026710416847364193,0.0026164679430573656,-0.002878975389665861,2.8015405024988675
2008-05-30,-0.04225901941920451,0.029159115031374583,-0.03582283631130867,0.04565944315274173,-0.013128040077625691,2.972975247406338
2008-06-06,0.009087442989170746,-0.04225901941920451,0.019497610700593526,-0.03730111061653396,0.013677050759636877,2.880882427596084
2008-06-13,-0.028432607303726876,0.009087442989170746,-0.0293543074852467,0.08421985468918702,-0.0067460553917255695,3.159550336115405
2008-06-20,0.03500018624932544,-0.028432607303726876,-0.001027686435081776,-0.026921836300626723,0.024021929288598365,3.054944100827424
2008-06-27,0.030593449409007434,0.03500018624932544,-0.034141988821006386,-0.0017812495207634171,-0.01521979024528708,3.129826044730509
2008-07-04,0.0026865848546453464,0.030593449409007434,-0.026274315895705058,0.04068538830591795,-0.009216629954901912,3.1544439874928396
2008-07-11,0.029294129165542415,0.0026865848546453464,-0.009612116368092671,0.03559035225572771,0.005100331360529786,3.2100369039106615
2008-07-18,-0.00229550624696806,0.029294129165542415,-0.01974866290575239,-0.0014463718374324586,-0.008699977195020026,3.313822293851151
2008-07-25,-0.032594862566244664,-0.00229550624696806,0.017132038659111615,-0.11840355028048055,0.0012475428427096702,3.1801349648287154
2008-08-01,-0.01917685245706302,-0.032594862566244664,-0.003976386567514645,-0.04458581389003147,0.00923823398721968,3.1315734898050858
2008-08-08,-0.057974136325325,-0.01917685245706302,0.00540441625332555,0.014817442410402393,0.007656553171770497,3.1166215773081425
2008-08-15,-0.08741416542294722,-0.057974136325325,0.025125643253208985,-0.08244368350475462,0.03256133254824789,3.028199456305825
2008-08-22,0.05133149110506885,-0.08741416542294722,0.006164958816838428,-0.01249088472552895,0.01738267438606922,2.97450863320584
2008-08-29,0.0022936732032015072,0.05133149110506885,-0.004002827954249,0.007181671434679515,-0.004805551837966604,2.934388614920721
2008-09-05,-0.03897476869925498,0.0022936732032015072,-0.006655528190131044,0.007563633223409916,0.0073935055520539805,3.0277153009339317
2008-09-12,-0.04789411185937631,-0.03897476869925498,-0.03452007280744329,-0.08331755531085872,0.019833073809082613,3.1380994916814324
2008-09-19,0.1239167158570007,-0.04789411185937631,0.01333259845686019,-0.048705474512582114,0.0005066613805766451,3.244933353240963
2008-09-26,0.02558217952381625,0.1239167158570007,-0.015746866840439466,0.032764343184142675,-0.016470221055601364,3.4679210041891366
2008-10-03,-0.06311242150861407,0.02558217952381625,-0.020927073891615855,0.02213480751166408,-0.00944200728577993,3.547891809128064
2008-10-10,0.03146967428286551,-0.06311242150861407,-0.09098371361591173,-0.12978292084924803,0.04273829517467487,3.809768757868088
2008-10-17,-0.08575815722645963,0.03146967428286551,-0.2205635479337209,-0.18916212362907725,0.03294649199600652,4.247780657483786
2008-10-24,-0.07400020378027428,-0.08575815722645963,0.05185227718923002,-0.078274626809411,-0.007133774583625296,4.253198476355113
2008-10-31,-0.01701401869635788,-0.07400020378027428,-0.06848726669609295,-0.11335647644027347,0.047743726669652986,4.371092034911357
2008-11-07,0.02262168798370645,-0.01701401869635788,0.10658915029206728,0.0554855258443645,-0.009414902919523627,4.092509536085161
2008-11-14,0.012469681742782512,0.02262168798370645,-0.03115251560107879,-0.10518023871710724,0.003264622314138599,4.027135785329382
2008-11-21,0.06429433323883504,0.012469681742782512,-0.08027364039958584,-0.06777660981835165,0.005224333436891548,4.194340678562705
2008-11-28,0.03047689033149048,0.06429433323883504,-0.08552248674500351,-0.13313076153206937,0.020968992869438097,4.2859286194317
2008-12-05,-0.08391978685412038,0.03047689033149048,0.1248008493548376,0.08629344742827527,-0.01911804329822342,4.0124111573772305
2008-12-12,0.08722235501586617,-0.08391978685412038,-0.024268002642800823,-0.2879882949843062,0.0069109478657809476,4.093177219562298
2008-12-19,0.021144990654553553,0.08722235501586617,0.011982556039685122,0.1257826928804442,-0.04076464288805948,3.9941558124776644
2008-12-26,0.03984590740698657,0.021144990654553553,-0.009029836987276774,-0.31218024065505556,-0.02837581317230775,3.8051057298743185
2009-01-02,0.009604422468964202,0.03984590740698657,-0.0036635206790993635,0.10739565169821219,-0.005055854606350607,3.7699985300210246
2009-01-09,-0.02827492075124205,0.009604422468964202,0.06442362130360824,0.20608023530485964,0.011675877411777336,3.6684215771696658
2009-01-16,-0.01771420932416312,-0.02827492075124205,-0.042522228578993015,-0.1265883721197203,0.009969776490680538,3.757005276034592
2009-01-23,0.06459064746105803,-0.01771420932416312,-0.04629000713568576,-0.11183100048255179,0.018577814783077073,3.831029859455473
2009-01-30,0.03511828063658218,0.06459064746105803,-0.023191834640873488,0.24122081967076614,0.016488437713891635,3.855875854489166
2009-02-06,-0.014555941649815551,0.03511828063658218,-0.0033748210165978065,-0.10878556459852673,0.004545190369670493,3.8031006016069004
2009-02-13,0.02975316510490078,-0.014555941649815551,0.048887719196203605,-0.0369010019784386,-0.00758686489095961,3.7697679332193004
2009-02-20,0.062079300641211255,0.02975316510490078,-0.04973315978209847,-0.06851288344193573,0.008051883677699045,3.7595708893451527
2009-02-27,-0.062079300641211255,0.062079300641211255,-0.06669973360086967,0.037414445330592905,0.00521646057901215,3.897924065573199
2009-03-06,0.0006370520429017645,-0.062079300641211255,-0.04612583001626991,0.1392928812672598,0.017421693039048947,3.8362212590910674
2009-03-13,-0.013141904012288208,0.0006370520429017645,-0.07017262098143195,0.016836953929929344,0.0056650954579478,3.8985324523641274
2009-03-20,0.02757917724470449,-0.013141904012288208,0.09897052441148002,0.015909664084039044,-0.012277087432940093,3.746204535141883
2009-03-27,-0.034919438869673414,0.02757917724470449,0.008115158771964559,0.0989399747505364,-0.04192829979032453,3.8262472151064246
2009-04-03,-0.030135377038259747,-0.034919438869673414,0.0690521710820482,0.025523420762256777,0.015034367767204238,3.714547223170685
2009-04-10,-0.015075055956718764,-0.030135377038259747,0.03195457940671531,0.002478736213832544,-0.011106003190954006,3.681351206910763
2009-04-17,-0.016918541960351696,-0.015075055956718764,0.01822864430335258,-0.005155078586969175,0.016145572032436384,3.598133807390735
2009-04-24,0.051892552631301214,-0.016918541960351696,0.014691583049491364,-0.03724715992884331,0.005130636609648853,3.524594219343763
2009-05-01,-0.028871648626087598,0.051892552631301214,-0.004834382862969555,0.023950838493732363,-0.01488110247565011,3.606041167516616
2009-05-08,0.029746975627408467,-0.028871648626087598,0.014093277956111372,0.03150621502558604,-0.0018905361969681067,3.5638829423262353
2009-05-15,0.017883747168600195,0.029746975627408467,0.05629817615997901,0.09718811850545395,-0.02418126262513809,3.4672971595620155
2009-05-22,0.02921767613695536,0.017883747168600195,-0.04701165083942538,-0.039841764037452876,0.0059196533760816905,3.5001372972672025
2009-05-29,0.02095775661139143,0.02921767613695536,0.0034886822926436523,0.09039279415566082,-0.03755500400726941,3.4852321433393763
2009-06-05,-0.017624754685474642,0.02095775661139143,0.038671726803868545,0.07254311925047752,0.005860746527898364,3.3645333999286673
2009-06-12,-0.02271633779675497,-0.017624754685474642,0.02159579784539023,0.03161680613350004,0.0029794915405148004,3.388449837172988
2009-06-19,-0.004798217999389287,-0.02271633779675497,0.0055900224842808655,0.05126404832014764,-0.006591638658863808,3.337547341034377
2009-06-26,0.005436283338974057,-0.004798217999389287,-0.0324951498218784,-0.035175570768284814,0.001496293863215925,3.3318472953500904
2009-07-03,-0.010687287646812926,0.005436283338974057,0.003456775645170218,-0.0056232484817160255,-0.004745917291384849,3.2554006113197893
2009-07-10,-0.020077726648064953,-0.010687287646812926,-0.022351026451662648,-0.035768036544625126,0.00623988068732384,3.3304172268976893
2009-07-17,0.027037441999073764,-0.020077726648064953,-0.020814270949920832,-0.10814514113656593,-0.0018678032441474812,3.3679852632301173
2009-07-24,0.016508285570703052,0.027037441999073764,0.06779462753153354,0.05947482718956909,-0.011029123864249257,3.1921210938283986
2009-07-31,0.000944164155177063,0.016508285570703052,0.04090258656513779,0.06825841066856064,-0.00759015003694774,3.1393996299748013
2009-08-07,0.0037676398162647118,0.000944164155177063,0.007619189717362751,0.020364251315264426,-0.005092328378873745,3.255014874427513
2009-08-14,-0.010817716014708267,0.0037676398162647118,0.023900018872573092,0.021086454257932985,0.00788209964042963,3.2092294570604114
2009-08-21,0.00652566484487771,-0.010817716014708267,-0.004059167346406767,-0.04941771281953855,-0.001013579597041847,3.1892410385998065
2009-08-28,0.003978633421998445,0.00652566484487771,0.021397762432229683,0.09030172584333407,-0.010832941883831992,3.2192757540411407
2009-09-04,0.03883886268157166,0.003978633421998445,0.003973901607305486,-0.015686082349470887,0.004219708624693119,3.2092294570604114
2009-09-11,0.010001083215403384,0.03883886268157166,-0.012850485218019791,-0.06708967996392001,-0.0029391542951930916,3.2292221259833838
2009-09-18,0.0042698915127239445,0.010001083215403384,0.026206590344211023,0.018498878625377024,-0.019774457320198557,3.1842843643027336
2009-09-25,-0.019006273607486968,0.0042698915127239445,0.018441074330735496,0.038920924164083104,-0.002352331248054007,3.174714932271977
2009-10-02,0.013043226791583429,-0.019006273607486968,-0.016747866309552606,-0.08726385743852916,0.0049595149779131376,3.242982924043982
2009-10-09,0.043497871527984344,0.013043226791583429,-0.018943891842215344,0.05782298190596258,0.002470613628099194,3.356200026372137
2009-10-16,0.0027637876479991164,0.043497871527984344,0.045491107491085536,0.02568585718470029,-0.007430128606012332,3.1406980801031983
2009-10-23,0.004652740278297429,0.0027637876479991164,0.015082088423349127,0.0900141871738791,-0.010919030245768013,3.0647918237260727
2009-10-30,-0.015177139480774926,0.004652740278297429,-0.007466369628201797,0.02477648258215215,-0.0017210205304465376,3.1032405018244478
2009-11-06,0.051913497967546185,-0.015177139480774926,-0.04272045014528203,-0.04445176257083361,0.01093773581577917,3.4239368860333266
2009-11-13,0.018994782799427234,0.051913497967546185,0.03389208475271843,0.005568884486259584,-0.006310872224051245,3.185939346699555
2009-11-20,0.02678617502301872,0.018994782799427234,0.022976588766139727,-0.014046294660619019,-0.006483619918470573,3.1510251840880894
2009-11-27,0.02396040423567314,0.02678617502301872,-0.001734597207163624,0.004834434807004406,0.004371181462353491,3.099641761011993
2009-12-04,-0.004609399833144678,0.02396040423567314,0.0012784011196851353,-0.008771387652720009,-0.00876155407075796,3.208421357712853
2009-12-11,-0.04318477394556375,-0.004609399833144678,0.013056805385120107,-0.007655816362151846,0.012060362735144992,3.056356895370426
